"","pair","date","label","pair_index","sma14","sma50","sma200","c14vs50","c50vs200","c14vs200","ema","momentum","macd","cci","vhf","rsi"
"X1.53","MCHI US Equity_EWH US Equity",2012-04-10,"act_1",1.64306872149119,0.994429781388975,1.02069347029439,1.03537255175977,0.974268779344849,0.985822415863329,0.960456001753956,0.999036250723362,-0.0129038775470043,-1.1835779560535,21.0613355997528,0.286867267531239,46.837891472841
"X1.54","MCHI US Equity_EWH US Equity",2012-04-11,"act_1",1.65542781298488,0.987874729747178,1.01247363429755,1.02736826696833,0.975704152960548,0.985502148402216,0.961558538947584,0.992700627201835,0.0117247596962085,-1.09109206163489,103.410659545868,0.274547584580957,51.83175684873
"X1.55","MCHI US Equity_EWH US Equity",2012-04-12,"act_2",1.67430825415742,0.97875877740382,1.00058854528318,1.01555181683025,0.978183072370491,0.985265870929387,0.963770396727495,0.983972193254135,0.0312395326662338,-0.964818410352787,189.259563259513,0.25972108572261,58.2793287531917
"X1.56","MCHI US Equity_EWH US Equity",2012-04-13,"act_2",1.67651963460886,0.979143167278532,0.99859000955703,1.01399436575956,0.980525699143411,0.984808242804196,0.965629790797778,0.984984396771664,0.021091821623981,-0.820762267210775,185.070738150998,0.269554493120292,58.9720385626346
"X1.57","MCHI US Equity_EWH US Equity",2012-04-16,"act_2",1.66299717484876,0.98876735142337,1.00574717160471,1.0219195757527,0.983117208120755,0.984174484439177,0.967558871445527,0.99392785416993,-0.0113110793086624,-0.64959355970179,111.835152388515,0.270226617183333,53.1595964469861
"X1.58","MCHI US Equity_EWH US Equity",2012-04-17,"act_2",1.67438801420181,0.984448297618071,0.998011489964897,1.0146463027857,0.986409783371027,0.983605308790725,0.970237899566851,0.988877352723941,-0.00213162040704962,-0.449798419644693,142.584166568554,0.262340902147383,57.0039699105054
"X1.59","MCHI US Equity_EWH US Equity",2012-04-18,"act_2",1.66717179278388,0.991230451067938,1.00151733319651,1.0187143092707,0.989728702851559,0.983118941279523,0.97302103450138,0.994069946204034,0.00417461793511964,-0.246951689399359,97.3135603918998,0.27107683375983,53.9813239521132
"X1.60","MCHI US Equity_EWH US Equity",2012-04-19,"act_1",1.65998021442887,0.99721515996795,1.00492139741176,1.022860728861,0.992331502281016,0.982461608953137,0.974927604345891,0.998593038619033,-0.0144077997729426,-0.0507410484029801,59.2890561069921,0.253519382927785,51.0747113654855
"X1.61","MCHI US Equity_EWH US Equity",2012-04-20,"act_1",1.67245072758419,0.991364889315755,0.9965050077974,1.01490221478342,0.994841853837738,0.981872926555835,0.976808282487892,0.992327485545297,0.00527893480030994,0.143757621130707,97.2273955961917,0.253909714633283,55.5447517741395
"X1.62","MCHI US Equity_EWH US Equity",2012-04-23,"act_1",1.66186193737335,0.998592819310693,1.00182767197466,1.02095773242114,0.996771048799652,0.981262632292212,0.978094183137815,0.99883020935448,0.00188172294448385,0.329054696611558,50.0925987362428,0.240043147297367,51.2620236826822
"X1.63","MCHI US Equity_EWH US Equity",2012-04-24,"act_1",1.65952005424448,1.00078185623609,1.00266892747345,1.02197434729972,0.998117951812744,0.981109682569554,0.979263186869975,1.00020777427111,-0.0129306733397043,0.501912757374717,35.9452495540731,0.263352162034399,50.3375948342549
"X1.64","MCHI US Equity_EWH US Equity",2012-04-25,"act_1",1.66032906228601,1.00099344254104,1.00139612026799,1.02107536479977,0.999597883675807,0.980726942192325,0.980332575879293,0.999757693328339,-0.00153287508734379,0.65465953975413,33.8760375459157,0.272171575527443,50.6685536059806
"X1.65","MCHI US Equity_EWH US Equity",2012-04-26,"act_2",1.67605253655565,0.992458618557524,0.991769682410062,1.01117291507778,1.00069465336527,0.980811162583183,0.981492486357968,0.991661550957804,0.0165324823111697,0.786592785308394,104.263338022602,0.260928878318231,56.7072315109183
"X1.66","MCHI US Equity_EWH US Equity",2012-04-27,"act_2",1.68499957887644,0.98893943819184,0.986326033701135,1.00548486215498,1.00264963551748,0.980945681854639,0.983544830373995,0.98820987349823,0.0246705165904373,0.890120172327185,145.92286154888,0.307493465976025,59.7281257385117
"X1.67","MCHI US Equity_EWH US Equity",2012-04-30,"act_2",1.67522095117701,0.99608300836368,0.991725535094996,1.01099964396863,1.00439382985966,0.98093559281784,0.985245656915963,0.994781166178302,-0.000831585378647359,0.947998747583293,82.4377022721354,0.305956493187266,55.19494949677
"X1.68","MCHI US Equity_EWH US Equity",2012-05-01,"act_2",1.68065366864463,0.993935278112504,0.988275063875942,1.00744903587412,1.00572736725175,0.980967799545772,0.98658616239591,0.992690128950746,-0.00434591023181596,0.977092826115288,103.724141475337,0.310378123691276,57.1411523231923
"X1.69","MCHI US Equity_EWH US Equity",2012-05-02,"act_2",1.67027052326126,0.999941350185781,0.994201014833106,1.01333252427531,1.0057738176355,0.981120205871333,0.986785015018538,0.999012981812506,-0.00495042791574973,0.98244377628248,34.597339751099,0.307926258373583,52.4517488641203
"X1.70","MCHI US Equity_EWH US Equity",2012-05-03,"act_2",1.66705680906864,1.00146355961803,0.995657879130898,1.0149650397071,1.00583099939127,0.980977511716287,0.986697590989959,1.00081367547064,-0.0135968595759834,0.958960480990488,6.94900391220628,0.316983217482474,51.0551516391082
"X1.71","MCHI US Equity_EWH US Equity",2012-05-04,"act_2",1.66065406663427,1.00522397455492,0.998970358663381,1.01853318691872,1.00626006150964,0.980793136142654,0.986932961503138,1.00404938494664,-0.00961645662698474,0.908584605621829,-42.3184458716,0.325736656023334,48.2960585390015
"X1.72","MCHI US Equity_EWH US Equity",2012-05-07,"act_2",1.66065137601156,1.00463475771035,0.998452671186602,1.01819735521395,1.00619166706861,0.980608195526887,0.986679794998337,1.00351087683165,-0.00640543305708641,0.847244819561499,-54.2275481643353,0.334750865943832,48.2948774046279
"X1.73","MCHI US Equity_EWH US Equity",2012-05-08,"act_2",1.64621372070893,1.01253626225075,1.00665193602161,1.02668051799888,1.00584544271816,0.980491904125829,0.986223313387015,1.01067030229667,-0.0144403459253382,0.765819893892876,-178.620482732703,0.274975066125631,42.3147800391772
"X1.74","MCHI US Equity_EWH US Equity",2012-05-09,"act_2",1.65111439742012,1.00914740831557,1.00320425285507,1.02322820929387,1.00592417291253,0.980430605551205,0.986238845987228,1.00664779204459,-0.00953697859143454,0.670224098473202,-132.018948034087,0.219404273400263,44.8127653938532
"X1.75","MCHI US Equity_EWH US Equity",2012-05-10,"act_2",1.65198849624003,1.00772870442192,1.00235135647404,1.02228353712715,1.00536473354692,0.980502297132633,0.985762430698892,1.00529980132697,0.00577477553109773,0.564130158159172,-110.272666368369,0.208536526762781,45.2680213611952
"X1.76","MCHI US Equity_EWH US Equity",2012-05-11,"act_2",1.65129042846347,1.00769742897678,1.00244476787771,1.02230537468898,1.00523985087996,0.980572725818532,0.985710780678775,1.00496147819489,0.000176031043348068,0.463276556797448,-104.803429878821,0.209610951132554,44.9491173927403
"X1.77","MCHI US Equity_EWH US Equity",2012-05-14,"act_2",1.64516605970056,1.01082551765912,1.00574023441378,1.02569047148897,1.00505625913266,0.980549456556593,0.985507368701336,1.00754224704656,-0.00682243653946735,0.357026807406484,-133.090012385236,0.196511653693653,42.1439906201764
"X1.78","MCHI US Equity_EWH US Equity",2012-05-15,"act_1",1.64258540312144,1.01164202880911,1.00701369658721,1.02687076422954,1.0045960965949,0.980662544563504,0.985169764345315,1.00790849881216,-0.00870502534202711,0.235350790739932,-136.948513393004,0.198863827256981,40.9833640883976
"X1.79","MCHI US Equity_EWH US Equity",2012-05-16,"act_1",1.63758811631948,1.01305142275108,1.00989212918276,1.02957673899266,1.00312834755022,0.980880871658819,0.983949407930729,1.00951968028746,-0.00757794338108475,0.110976970331226,-151.141049141931,0.22972556483373,38.7574869408683
"X1.80","MCHI US Equity_EWH US Equity",2012-05-17,"act_1",1.64044916667338,1.00934477730584,1.0080034204536,1.02735500697456,1.00133070664743,0.981163681113555,0.982469322146234,1.00672447716514,-0.00213623644806371,-0.0147635330470984,-114.872893469427,0.240698413239259,40.7418343119834
"X1.81","MCHI US Equity_EWH US Equity",2012-05-18,"act_1",1.63488342062999,1.01101859972292,1.01103238751456,1.03045432697998,0.999986362660777,0.981152061807197,0.981138681503701,1.00879817338842,-0.00270469568949028,-0.140194196387289,-127.949894022898,0.248215338666914,38.1520413569205
"X1.82","MCHI US Equity_EWH US Equity",2012-05-21,"act_1",1.62915846252797,1.01231363035621,1.01387322318202,1.03366335490877,0.998461747691767,0.980854374267246,0.979345572761989,1.01069739593777,-0.0112907041454131,-0.257235281879117,-136.537492848113,0.285966055662378,35.6423279076322
"X1.83","MCHI US Equity_EWH US Equity",2012-05-22,"act_1",1.64287563373943,1.0026702605935,1.00502587117242,1.02468771512466,0.997656169212674,0.980811867203998,0.97851301015307,1.00195744436596,0.00799221310944254,-0.370377657676079,-61.3512214739042,0.293732775416374,44.9811995315656
"X1.84","MCHI US Equity_EWH US Equity",2012-05-23,"act_1",1.64806108566322,0.998692170294026,1.00148861910394,1.02114692979692,0.99720770784952,0.980748793225197,0.978010256068282,0.998964238007112,0.0189026231352574,-0.476900426471361,-33.0716686706124,0.289208379618569,48.0501181976376
"X1.85","MCHI US Equity_EWH US Equity",2012-05-24,"act_1",1.64232439864215,1.00138343056854,1.00487534267468,1.02439659672856,0.996525029565513,0.98094365588853,0.977534905686419,1.00212649599429,-0.000551235097276948,-0.572348978357915,-56.7094149724806,0.301360289132043,45.0558889280068
"X1.86","MCHI US Equity_EWH US Equity",2012-05-25,"act_1",1.63900985187625,1.00246536979952,1.00664305610147,1.02624360583838,0.995849883157058,0.980900685153699,0.976829832698989,1.00359933810733,-0.00905123378697592,-0.654777274012791,-71.078582909838,0.315093874669814,43.374110228096
"X1.87","MCHI US Equity_EWH US Equity",2012-05-29,"act_2",1.65058437263607,0.995624842894279,0.999521481494217,1.01880809124373,0.996101495893701,0.981069437988105,0.977244734755544,0.99702015790832,0.00825997399391887,-0.709055387702647,6.52572834079712,0.307530916353344,50.3443751821533
"X1.88","MCHI US Equity_EWH US Equity",2012-05-30,"act_2",1.65771901172192,0.991624366512183,0.9954960728154,1.014287728791,0.996110776919223,0.981473052032293,0.977655884385167,0.993698547732519,0.0187091598456763,-0.739118866292051,72.4543708344951,0.307627381753036,54.095353620398
"X1.89","MCHI US Equity_EWH US Equity",2012-05-31,"act_2",1.67174422632329,0.984149167393722,0.987688184776749,1.0056317311146,0.99641686775485,0.982156940972855,0.978637742767857,0.987313598626034,0.0211598536872208,-0.738880146341828,180.173578747908,0.305014985353783,60.4242434072635
"X1.90","MCHI US Equity_EWH US Equity",2012-06-01,"act_2",1.66589031698891,0.988233451399956,0.991526349016541,1.00900210279236,0.996678961058523,0.982680161193467,0.979416642111126,0.992011934444738,0.00817130526698939,-0.71738226149988,136.159904849448,0.313112974797592,56.8981776779564
"X1.91","MCHI US Equity_EWH US Equity",2012-06-04,"act_2",1.66067989134908,0.992001334528996,0.995044494865568,1.01209159212521,0.996941684163598,0.983156566666223,0.980149763368724,0.995774477629702,-0.0110643349742114,-0.669969685883101,95.3437698287334,0.308156424819271,53.8841179480239
"X1.92","MCHI US Equity_EWH US Equity",2012-06-05,"act_1",1.64672483205051,1.00058753585866,1.00359266591469,1.02057761106511,0.997005627723184,0.98335751738401,0.980412978895757,1.00365135484794,-0.0191654849384002,-0.604395459751142,-9.11219002349569,0.287313060277213,46.742328989461
"X1.93","MCHI US Equity_EWH US Equity",2012-06-06,"act_1",1.65243136050052,0.997773712771044,1.00046741196424,1.01688858182169,0.997307559285804,0.983851554485907,0.981202592503884,1.00016062098266,-0.00824853084856558,-0.522801345566075,35.7940338400124,0.30292556290227,49.6794165014493
"X1.94","MCHI US Equity_EWH US Equity",2012-06-07,"act_1",1.65556244740575,0.996538726946541,0.999029623450116,1.01491671961785,0.997506684041087,0.984346404132826,0.981892117534302,0.9984998559295,0.00883761535523186,-0.424093549248707,58.1374891133359,0.288450664787463,51.2674571261108
"X1.95","MCHI US Equity_EWH US Equity",2012-06-08,"act_1",1.65114202273587,0.999910001505775,1.00222279809525,1.01752644464375,0.997692332888587,0.984959952019865,0.98268699233253,1.00101662776055,-0.00128933776465034,-0.314388714272297,23.0454375428164,0.297376112047117,48.920215198787
"X1.96","MCHI US Equity_EWH US Equity",2012-06-11,"act_1",1.64846231155779,1.00237188148867,1.00418886422162,1.01900293714243,0.998190596612165,0.985462188202955,0.983679089581037,1.0022913476613,-0.00710013584795632,-0.204449802286633,2.55785530541105,0.249898511467349,47.5004311071947
"X1.97","MCHI US Equity_EWH US Equity",2012-06-12,"act_1",1.65148079920646,1.00091198412347,1.00254905614694,1.01695302423635,0.998367090354901,0.985836151969532,0.984226370608494,1.0003981583874,0.000338776470595326,-0.0916476018800445,24.7906159951281,0.261186118675391,49.2858860208414
"X1.98","MCHI US Equity_EWH US Equity",2012-06-13,"act_1",1.65765462108565,0.997597542317163,0.999020181787614,1.01306228360679,0.99857596523435,0.986138955080644,0.984734658924848,0.997115944362862,0.0091923095278601,0.0206647898916726,68.0029214482425,0.256528870193248,52.8201507404861
