"","pair","date","label","pair_index","sma14","sma50","sma200","c14vs50","c50vs200","c14vs200","ema","momentum","macd","cci","vhf","rsi"
"X1.1257","MCHI US Equity_EWH US Equity",2017-01-23,"act_2",1.41621141166638,0.99992558974483,0.991363170724254,0.977467999756639,1.00863701544846,1.01421547403196,1.02297526874924,0.998516763005997,0.0067316551733041,0.384965373865749,22.5149905426094,0.228340258048725,53.2222932289068
"X1.1258","MCHI US Equity_EWH US Equity",2017-01-24,"act_2",1.42366982651633,0.995283244823842,0.986519649688455,0.972540451929488,1.00888334574801,1.01437389851623,1.02338493257451,0.994180912185427,0.0160216887062987,0.391657736990366,86.7404086343678,0.228596801883112,57.6197269936851
"X1.1259","MCHI US Equity_EWH US Equity",2017-01-25,"act_2",1.42622955127784,0.993759547995745,0.985367251230108,0.970968566296001,1.00851692275663,1.01482919780713,1.02347241969602,0.993410392299228,0.0100181396114607,0.385958790692312,113.477961020052,0.225169292559427,59.0427837697983
"X1.1260","MCHI US Equity_EWH US Equity",2017-01-26,"act_2",1.42283814677321,0.996207350117115,0.988348864745345,0.973419313653039,1.00795112500463,1.01533722506109,1.0234102982594,0.996341136731486,-0.000831679743119151,0.363413836633644,66.9610614042412,0.22477939818644,56.3433531280524
"X1.1261","MCHI US Equity_EWH US Equity",2017-01-27,"act_1",1.4166047081492,1.00049837643467,0.993328693733243,0.977748315473182,1.00721783508989,1.01593495791657,1.02326780890486,1.00062859639041,-0.00962484312863676,0.332837665438066,-21.2641899465517,0.22680997012171,51.6675521978893
"X1.1262","MCHI US Equity_EWH US Equity",2017-01-30,"act_1",1.41290714989828,1.00288691852613,0.996302017613392,0.980352603425353,1.00660934214357,1.01626905883894,1.02298592875873,1.00281426377506,-0.00993099687493437,0.305342863503018,-67.192544258803,0.228638793801846,49.0663785301535
"X1.1263","MCHI US Equity_EWH US Equity",2017-01-31,"act_1",1.4140424985522,1.0021590228387,0.995805553690509,0.979648695141475,1.00638023068324,1.01649250249519,1.02297795914889,1.00174121507947,-0.00256220959700482,0.27458810295929,-45.4758482189893,0.239341089055859,49.9004139746591
"X1.1264","MCHI US Equity_EWH US Equity",2017-02-01,"act_1",1.41031925623592,1.00474145377506,0.998762162284092,0.982293568411502,1.00598670205657,1.01676545016906,1.02285252198063,1.00380103664876,-0.00258789366235579,0.234012624698114,-98.3432535074188,0.234524552018161,47.1724114676055
"X1.1265","MCHI US Equity_EWH US Equity",2017-02-02,"act_1",1.41809464106324,0.998865878136269,0.99379523021429,0.976979554888504,1.00510230655956,1.0172119009468,1.02240202790146,0.998524253388365,0.00405214251103825,0.18770328284965,18.5656804294945,0.224980828003096,52.9563883318164
"X1.1266","MCHI US Equity_EWH US Equity",2017-02-03,"act_1",1.41839627961632,0.998468913119951,0.994048697938516,0.976876841914655,1.00444667870961,1.01757832235045,1.0221031662118,0.99853698479345,0.00807702338039329,0.142972800656279,26.1682451560271,0.230388779144965,53.170595517359
"X1.1267","MCHI US Equity_EWH US Equity",2017-02-06,"act_1",1.42585354578073,0.993678634032869,0.989366118639832,0.971920708637248,1.00435886706831,1.01794941690979,1.02238652310035,0.994205986547869,0.00775890471749729,0.109326330294449,126.2835312938,0.185917324099741,58.2339076619336
"X1.1268","MCHI US Equity_EWH US Equity",2017-02-07,"act_1",1.42524940505272,0.994690284908482,0.990325144400411,0.972502399852296,1.00440778519333,1.01832668438743,1.02281524966885,0.995343759470767,0.00685312543640237,0.0900754100582021,102.719145494564,0.133153989411125,57.6897088769027
"X1.1269","MCHI US Equity_EWH US Equity",2017-02-08,"act_1",1.43375558634484,0.989998391736134,0.984995218798902,0.966981720116651,1.00507938804346,1.01862858243078,1.02380259227311,0.990846775129349,0.00790204056410393,0.0824778516676511,179.009161138911,0.190932869359146,62.9408987349748
"X1.1270","MCHI US Equity_EWH US Equity",2017-02-09,"act_1",1.44464594689529,0.984364666186344,0.978111764239697,0.959981093395753,1.00639282971053,1.01888648742009,1.02540005522852,0.985593700998066,0.0193965418425686,0.0794713207252939,240.195804064895,0.267167443836336,68.3558808357864
"X1.1271","MCHI US Equity_EWH US Equity",2017-02-10,"act_1",1.44396778533232,0.986199995496641,0.979098201933387,0.960692999727764,1.00725340272225,1.01915825577041,1.02655062103722,0.987915708306979,0.010212198987483,0.0824063427685403,194.997083161999,0.280446379628596,67.69256750518
"X1.1272","MCHI US Equity_EWH US Equity",2017-02-13,"act_2",1.45110903166773,0.982697327008056,0.975060657735407,0.956264276891605,1.00783199405295,1.01965605251396,1.0276419926533,0.985313418529935,0.00646308477244739,0.105086525775948,202.198008248849,0.332236368922464,70.8953719422653
"X1.1273","MCHI US Equity_EWH US Equity",2017-02-14,"act_1",1.4383639603634,0.992007412200972,0.984303230295591,0.964973193806957,1.00782704116806,1.02003168234381,1.02801551231424,0.99483821530041,-0.00560382496891654,0.149342830255348,98.0826147709021,0.323466141475307,59.5490357365002
"X1.1274","MCHI US Equity_EWH US Equity",2017-02-15,"act_1",1.44710054928874,0.987215946795485,0.978996741129977,0.959435572709669,1.00839553935187,1.02038820424915,1.02895491357211,0.990321129506758,-0.00400848237899254,0.213786923533392,133.886515047465,0.304303237635148,63.8232089640279
"X1.1275","MCHI US Equity_EWH US Equity",2017-02-16,"act_2",1.45550668507035,0.983423481454082,0.974139380707055,0.954229388181699,1.00953056711483,1.02086499616543,1.03059441852657,0.98665474354995,0.0171427247069487,0.294850108881344,153.525894079231,0.322485149848954,67.3932257639083
"X1.1276","MCHI US Equity_EWH US Equity",2017-02-17,"act_2",1.44466072272326,0.992376646852917,0.982127337623022,0.961707390368904,1.01043582521051,1.02123301480119,1.03189042404286,0.99485388195604,-0.00243982656548414,0.379859277830164,82.1002352449584,0.302399060527629,59.266660125309
"X1.1277","MCHI US Equity_EWH US Equity",2017-02-21,"act_2",1.45037066966032,0.990258878826784,0.978890051844855,0.95827736589533,1.01161399787494,1.02151014589629,1.03337396255997,0.992145619795903,-0.00513601541002906,0.466158183545973,99.2911841974875,0.30093528645286,61.8732306149409
"X1.1278","MCHI US Equity_EWH US Equity",2017-02-22,"act_2",1.46134252399007,0.985317903714247,0.972106160118054,0.951457022568094,1.01359084443472,1.02170264873785,1.03558845049539,0.986736989386726,0.0166818012668095,0.561117943713412,134.502433996548,0.317602844392863,66.3315866514805
"X1.1279","MCHI US Equity_EWH US Equity",2017-02-23,"act_2",1.45088615581891,0.994033334466777,0.979531710970491,0.958705801265032,1.01480464933791,1.02172294115461,1.0368491910189,0.994668516589964,0.000515486158587874,0.658352616493355,76.2828771722095,0.324019561709858,59.2239148080276
"X1.1280","MCHI US Equity_EWH US Equity",2017-02-24,"act_2",1.44068390406317,1.00217762723878,0.986855325976203,0.96584903332632,1.01552639060586,1.02174904350998,1.03761311826067,1.00148398926507,-0.0206586199268932,0.752723651897688,25.8671178364746,0.311084776876596,53.2305862688084
"X1.1281","MCHI US Equity_EWH US Equity",2017-02-27,"act_2",1.42627673859572,1.01232205893993,0.997015036964073,0.975890459003993,1.0153528496646,1.02164646427801,1.03733164885444,1.0100535245875,-0.0246094172231908,0.827770247470476,-46.0121121414896,0.294724564941996,46.1310284300583
"X1.1282","MCHI US Equity_EWH US Equity",2017-02-28,"act_1",1.42585263351167,1.01265338257594,0.997540630765561,0.976452240036841,1.01515001128203,1.02159695053588,1.03707415586218,1.00897342726555,-0.0148312705515017,0.877024483998235,-54.0838676524756,0.300233581224029,45.9368010648362
"X1.1283","MCHI US Equity_EWH US Equity",2017-03-01,"act_1",1.42119890939703,1.01533823122364,1.00107925088702,0.979922029228383,1.01424360791014,1.02159071949357,1.03614185714668,1.0106403410842,-0.00507782919869371,0.896758139501891,-82.4835922953912,0.299120441371544,43.759581251943
"X1.1284","MCHI US Equity_EWH US Equity",2017-03-02,"act_1",1.41373049154814,1.01914003318685,1.00660591606088,0.985286792900826,1.01245186117623,1.02163747988268,1.03435876795461,1.01384874833732,-0.0121221419635329,0.881334861823174,-125.054570774647,0.275586373906153,40.4464785183016
"X1.1285","MCHI US Equity_EWH US Equity",2017-03-03,"act_2",1.41884194212251,1.01420362216989,1.00317386459229,0.981935217946209,1.01099486137639,1.02162937662069,1.03286204999468,1.00883679890738,-0.00235696727451407,0.843191266953932,-97.9379011252525,0.28082200650349,43.5941275872868
"X1.1286","MCHI US Equity_EWH US Equity",2017-03-06,"act_1",1.42197185970636,1.01050762756674,1.00119466939949,0.980003943641647,1.00930184553704,1.02162310253477,1.03112608283161,1.00573407237683,0.00824136815822318,0.775662540214742,-83.255974703359,0.287675352697589,45.4938822946601
"X1.1287","MCHI US Equity_EWH US Equity",2017-03-07,"act_1",1.42797551772261,1.00573949691505,0.997315208441151,0.976147882119514,1.00844696681912,1.02168454873423,1.03031468421699,1.00130489679222,0.00913357560009409,0.670957760339217,-51.2261752066217,0.282195867469045,49.0393680181916
"X1.1288","MCHI US Equity_EWH US Equity",2017-03-08,"act_1",1.42547946041939,1.00641717762008,0.999540592232818,0.978121137430876,1.00687974599601,1.02189857061898,1.02892897321852,1.00265045014711,0.00350760071302902,0.54405726591495,-65.2588662756652,0.283600233918274,47.6515553083875
"X1.1289","MCHI US Equity_EWH US Equity",2017-03-09,"act_1",1.4176443236283,1.01007180507528,1.00540671934649,0.983748211692404,1.00463999855882,1.02201631209761,1.02675846631283,1.00709970688512,-0.0103311940943074,0.393167054636151,-97.2404135239652,0.281097721053891,43.4909055266394
"X1.1290","MCHI US Equity_EWH US Equity",2017-03-10,"act_1",1.41152716314587,1.01277248884744,1.00994202628371,0.988183091028409,1.00280259905031,1.02201913334973,1.02488344320225,1.00993563382557,-0.0139522972735218,0.219636723112241,-113.091950620012,0.277399955111003,40.516475767119
"X1.1291","MCHI US Equity_EWH US Equity",2017-03-13,"act_1",1.4357899002178,0.994932750499708,0.993121471037709,0.971752558849159,1.00182382469297,1.02199007555365,1.02385400628942,0.993819979717431,0.0181455765894991,0.0487453438853473,7.40876685848956,0.246416205319589,53.9648414953132
"X1.1292","MCHI US Equity_EWH US Equity",2017-03-14,"act_1",1.43357907773373,0.995083782552479,0.994740966805027,0.97351231177906,1.00034462815838,1.02180625223647,1.0221583954434,0.995972269768005,0.022051914587857,-0.115009317172029,0.752901296046327,0.242352831087433,52.7935830847779
"X1.1293","MCHI US Equity_EWH US Equity",2017-03-15,"act_2",1.4363306787712,0.992453642741181,0.993062150867131,0.971882530629725,0.99938724064207,1.02179236643309,1.0211662535987,0.994855700830235,0.000540778553403065,-0.254195095311578,16.2395993519326,0.248424530094682,54.128042484861
"X1.1294","MCHI US Equity_EWH US Equity",2017-03-16,"act_2",1.43862540392742,0.990768392322455,0.991851231768836,0.970563827491953,0.998908264252039,1.02193302869312,1.02081734787367,0.994166314685988,0.00504632619369105,-0.378687450691139,32.0956715245047,0.245979655680152,55.2638196264077
"X1.1295","MCHI US Equity_EWH US Equity",2017-03-17,"act_2",1.43390875248036,0.994407572996414,0.995294033331736,0.974011007985944,0.999109348287405,1.02185090843049,1.02094079516888,0.997778293135602,-0.00242192629084004,-0.479037132695751,12.8271701940882,0.249354085360434,52.392366968963
"X1.1296","MCHI US Equity_EWH US Equity",2017-03-20,"act_2",1.44550619643399,0.987400505024753,0.987644130600355,0.966485036553077,0.999753326559583,1.02189283149457,1.02164075767409,0.991136613789259,0.00688079250657725,-0.537944782149415,83.9326032075804,0.236348376210513,58.1502963125431
"X1.1297","MCHI US Equity_EWH US Equity",2017-03-21,"act_2",1.43442115393702,0.995689439251407,0.995499351811617,0.974233978187189,1.00019094682427,1.0218277889096,1.02202290368084,0.998956536884356,0.000512401456656653,-0.567821777223097,22.2195817132675,0.233491519731274,51.7123970819403
"X1.1298","MCHI US Equity_EWH US Equity",2017-03-22,"act_2",1.43309410223973,0.997576577301522,0.996639490869421,0.975397761574337,1.00094024613783,1.02177750465697,1.02273822700945,0.999897365181375,-0.0124120941942671,-0.562949719202179,26.5224306108357,0.2444488304424,50.9846725100146
"X1.1299","MCHI US Equity_EWH US Equity",2017-03-23,"act_2",1.42596912276907,1.00291806530709,1.00180803661431,0.98049723470619,1.00110802534239,1.02173468843541,1.0228667963634,1.00424098119554,-0.00845203116794901,-0.523141908617378,-21.4581300329329,0.236952790125573,47.1483155489696
"X1.1300","MCHI US Equity_EWH US Equity",2017-03-24,"act_2",1.42964854436349,1.0007204456327,0.999482659206654,0.978211192807164,1.00123842711491,1.02174526989253,1.0230106269393,1.00143555684601,-0.00344555787624068,-0.460452270994875,16.9051716500736,0.240919919216012,49.2711447691713
"X1.1301","MCHI US Equity_EWH US Equity",2017-03-27,"act_2",1.42874610032087,1.00139105870974,1.00016118600188,0.979068790966268,1.00122967450155,1.02154332282903,1.02279948860534,1.00179235089956,0.00277697755179718,-0.373530025963147,7.2091570780136,0.25555667110532,48.7539060206761
"X1.1302","MCHI US Equity_EWH US Equity",2017-03-28,"act_2",1.4287285991356,1.00156576429586,1.0002667752428,0.979415601901045,1.00129864260737,1.02128940288605,1.02261569281909,1.00156400602534,-0.000919945227889851,-0.274115938639653,5.73654434959369,0.267522860988924,48.7432192996596
"X1.1303","MCHI US Equity_EWH US Equity",2017-03-29,"act_2",1.42717045161132,1.00313602167233,1.00149807363453,0.98081121596095,1.00163549794145,1.02109157943643,1.02276157261263,1.00230315584935,-0.00157564870955018,-0.177626124812454,-12.8455011685831,0.277736819381909,47.7398927824366
"X1.1304","MCHI US Equity_EWH US Equity",2017-03-30,"act_2",1.42116810428676,1.00785735579778,1.00583629548877,0.985213931865998,1.00200933324644,1.0209318635839,1.02298325591975,1.00566489225835,-0.00756049484883814,-0.0852976143119581,-82.6018047618927,0.285445188841144,43.9839454266456
"X1.1305","MCHI US Equity_EWH US Equity",2017-03-31,"act_2",1.4195223800749,1.00820725484482,1.0071439054584,0.986581635048588,1.00105580680245,1.02084193510129,1.0219197469606,1.00592003578184,-0.00764807153641911,-0.0147067497517075,-101.270046504028,0.292251209514975,42.9853734343772
"X1.1306","MCHI US Equity_EWH US Equity",2017-04-03,"act_2",1.41934184675835,1.0076190032745,1.00743678571794,0.986904504944102,1.00018087244693,1.02080472899959,1.02098936444876,1.00524158602341,-0.00182625752840915,0.0368920932510029,-99.784955788396,0.246513559383631,42.8703920223861
"X1.1307","MCHI US Equity_EWH US Equity",2017-04-04,"act_2",1.41674854878745,1.00847612978958,1.00928843858667,0.98892838891684,0.999195166846223,1.02058799190924,1.019766588857,1.00613741959864,-0.00277383128744702,0.0676811843356615,-110.525501465079,0.223841511211087,41.1669198235323
"X1.1308","MCHI US Equity_EWH US Equity",2017-04-05,"act_2",1.41194415971104,1.01055787539067,1.01255662804123,0.992491485304843,0.998026033709912,1.02021694194205,1.01820306809008,1.00828618236834,-0.00739768704731336,0.0784591312417768,-135.839669717097,0.232094599231113,38.1430477067384
"X1.1309","MCHI US Equity_EWH US Equity",2017-04-06,"act_2",1.40979175400454,1.01087883611992,1.01386935860134,0.994163016004665,0.99705038676231,1.01982204354762,1.01681396294788,1.00851550933389,-0.00695679478290723,0.0687693633551913,-142.959728766772,0.266233836754921,36.8375490734619
"X1.1310","MCHI US Equity_EWH US Equity",2017-04-07,"act_2",1.4104139691736,1.00865567903562,1.01324590444847,0.993867696321301,0.995469781429469,1.01949777440085,1.01487922665065,1.00699451550903,-0.00153019053743852,0.0301865361101762,-136.224934727022,0.265841238547289,37.5034630444737
"X1.1311","MCHI US Equity_EWH US Equity",2017-04-10,"act_1",1.40665000267988,1.00994448045382,1.01581564782313,0.996656289912818,0.994220243228296,1.01922363617651,1.01333277146343,1.00839719309664,-0.00314175132466232,-0.0331883630939707,-141.779823732879,0.291155234570378,35.0931609482909
"X1.1312","MCHI US Equity_EWH US Equity",2017-04-11,"act_1",1.4057185124226,1.00922268172972,1.01638649442046,0.997484213408953,0.992951684491998,1.01894995505434,1.01176807428425,1.00785668083025,-0.00469545675099448,-0.108624911453962,-127.815954626597,0.313490473140286,34.5021928247883
"X1.1313","MCHI US Equity_EWH US Equity",2017-04-12,"act_1",1.40481537564953,1.00879592399954,1.01690855132091,0.998294312506768,0.99202226462662,1.01864604313672,1.01051955456543,1.00737066913811,-0.00183462703034909,-0.196702417451368,-118.717692457241,0.331601490625768,33.9060117734791
"X1.1314","MCHI US Equity_EWH US Equity",2017-04-13,"act_1",1.4023823145418,1.00915736201731,1.01855964302996,1.00013769741308,0.990769042267687,1.01841940931186,1.00901842279074,1.00790261799602,-0.00333619788080308,-0.293536312562575,-122.051287899667,0.353436348362421,32.2873786211866
"X1.1315","MCHI US Equity_EWH US Equity",2017-04-17,"act_1",1.40992044808634,1.00280817230252,1.0129979657861,0.994922887501882,0.989940953656631,1.01816731579027,1.00792552357543,1.00217868822761,0.00510507243680669,-0.393185942584465,-65.6208667493302,0.349046628780772,41.5909068567457
"X1.1316","MCHI US Equity_EWH US Equity",2017-04-18,"act_1",1.40931027151044,1.00225816329413,1.01330761191361,0.995489937511964,0.989095662077767,1.01789839729187,1.0067988891973,1.002264246964,0.00692795696864024,-0.491614774716394,-62.663774389929,0.354457206409436,41.0986609506409
"X1.1317","MCHI US Equity_EWH US Equity",2017-04-19,"act_1",1.41907126175504,0.994956524542863,1.00624205314613,0.988813935258094,0.988784479273175,1.01762527535929,1.00621207799136,0.995987538660684,0.00915081366869819,-0.567732721182067,16.6982575009158,0.3489337343997,51.0743586702938
"X1.1318","MCHI US Equity_EWH US Equity",2017-04-20,"act_2",1.42208997799117,0.992890802022765,1.00406163712989,0.986913338493649,0.988874353232881,1.01737568838862,1.00605672585015,0.994690213966555,0.0127797064807311,-0.62605245599514,48.6569293327942,0.357906755565825,53.6867399368431
"X1.1319","MCHI US Equity_EWH US Equity",2017-04-21,"act_2",1.42925232997606,0.98840143590416,0.998967009796208,0.982201876197946,0.989423500687772,1.01706892850089,1.00631189967811,0.991078156164282,0.0101810682210204,-0.660371797578414,107.06298466358,0.417104127377807,59.2468035948669
"X1.1320","MCHI US Equity_EWH US Equity",2017-04-24,"act_2",1.43296693018814,0.986518422499173,0.996214438667383,0.979899197725709,0.990267139491392,1.01664991764412,1.0067550058096,0.990041167621482,0.0108769521969689,-0.67039012938771,134.522311137404,0.411124370740586,61.8076962214316
"X1.1321","MCHI US Equity_EWH US Equity",2017-04-25,"act_2",1.43743593498316,0.984479315888131,0.993026314592616,0.977097031850681,0.991392978636229,1.01630266209259,1.0075553233679,0.988701369180661,0.00818360500710313,-0.652749764599319,159.428036272782,0.404501475391879,64.6830807360768
"X1.1322","MCHI US Equity_EWH US Equity",2017-04-26,"act_2",1.42607451246726,0.993030339183565,1.00058657953756,0.985043929464387,0.992448189383581,1.01577863647323,1.00810766858238,0.997034504617891,-0.00689241772088556,-0.610423220738018,71.9963618549601,0.372796783422542,53.6289216251998
"X1.1323","MCHI US Equity_EWH US Equity",2017-04-27,"act_2",1.41299579887569,1.00238381337816,1.00948895708008,0.994291011063457,0.992961642965891,1.01528520910631,1.00813926931317,1.00542799682893,-0.0244401361074724,-0.547268820088293,-28.2555089796458,0.347664710591885,44.253342635825
"X1.1324","MCHI US Equity_EWH US Equity",2017-04-28,"act_2",1.41320717030805,1.00237506665233,1.0088583031143,0.994290788535546,0.993573689742199,1.01465116115599,1.00813069799097,1.00457393417937,-0.0128673421592032,-0.464317138720191,-23.5233249368442,0.311165557364816,44.4224507201236
"X1.1325","MCHI US Equity_EWH US Equity",2017-05-01,"act_2",1.41564014272885,1.00110596020529,1.00656121137704,0.992720507855717,0.994580308569331,1.01394219562484,1.00844694179602,1.00246777753151,0.00264434385316092,-0.364126817242187,-1.29050830544514,0.337052206821061,46.4365892645811
"X1.1326","MCHI US Equity_EWH US Equity",2017-05-02,"act_2",1.41078798441076,1.00480575763183,1.00954290645431,0.996274946400168,0.995307630025233,1.01331756871142,1.00856270777709,1.00512684464352,-0.00241918589729262,-0.257444825580614,-39.9068398966036,0.32600233443616,43.083225849514
"X1.1327","MCHI US Equity_EWH US Equity",2017-05-03,"act_1",1.40807356705701,1.00690805556043,1.01088827560042,0.998332311328767,0.99606265090212,1.01257693868983,1.00859006979374,1.00612254971603,-0.00756657567184282,-0.150940686462871,-58.5464262420669,0.339946493857834,41.2870038155995
"X1.1328","MCHI US Equity_EWH US Equity",2017-05-04,"act_1",1.38934832312502,1.01980877978647,1.02347636833441,1.0119155249488,0.996416538122994,1.01142471194539,1.00780031004867,1.01705841367661,-0.0214396612857428,-0.0558400948366747,-189.637903650763,0.406967095706373,31.523223981703
"X1.1329","MCHI US Equity_EWH US Equity",2017-05-05,"act_1",1.39646135100255,1.0139258440705,1.01748371266207,1.00692636426254,0.99650326727858,1.01048472735865,1.006951332348,1.0102941938262,-0.0116122160544607,0.018362901070398,-122.535591223531,0.386644892328907,37.5634757251405
"X1.1330","MCHI US Equity_EWH US Equity",2017-05-08,"act_1",1.39961465188777,1.0111466808807,1.01460447920313,1.00483908015042,0.996591974120655,1.00971837107613,1.00627722473666,1.00694895355325,0.010266328762756,0.0674081668048022,-90.663530004916,0.377136097325716,40.0865589891578
"X1.1331","MCHI US Equity_EWH US Equity",2017-05-09,"act_1",1.40720110406161,1.00509290198775,1.00886346533937,0.99962639436113,0.996262563289129,1.00924052328984,1.005468550708,1.00131761624164,0.0107397530590618,0.0896921565758335,-37.9487993127495,0.36011074286633,45.765016393098
"X1.1332","MCHI US Equity_EWH US Equity",2017-05-10,"act_1",1.41513864625203,0.999104449172248,1.00305330950236,0.994272764235806,0.996063160060687,1.00883112319113,1.00485951653333,0.996274377529706,0.0155239943642573,0.0909824542559876,14.678497056381,0.354966576178456,50.9980277252111
"X1.1333","MCHI US Equity_EWH US Equity",2017-05-11,"act_1",1.41120847672095,1.00097362955696,1.00570519330498,0.997311100936884,0.995295277602706,1.00841672408961,1.00367240334198,0.999175773256681,0.00400737265933993,0.0658785726714658,-16.2289818993515,0.349080037083682,48.5025884864919
"X1.1334","MCHI US Equity_EWH US Equity",2017-05-12,"act_1",1.41983705913451,0.994230016740803,0.999679375949805,0.991537631092321,0.994548893035005,1.00821123132615,1.00271536406088,0.994023135940039,0.00469841288247652,0.0241236911143841,41.6261901936004,0.328909185437047,53.8426618658851
"X1.1335","MCHI US Equity_EWH US Equity",2017-05-15,"act_1",1.42510668546614,0.989935684661583,0.996070774609096,0.988190817005818,0.993840708809151,1.00797412551065,1.00176571935879,0.991634526065,0.0138982087451964,-0.0254954118000356,72.7788535837036,0.322996563763932,56.7896263314376
"X1.1336","MCHI US Equity_EWH US Equity",2017-05-16,"act_1",1.43673390599363,0.982454260845479,0.988215253426964,0.980552147649716,0.994170305951556,1.00781509254313,1.0019398388962,0.985794823829501,0.0168968468591235,-0.0726827019299401,134.324951949373,0.30884295974336,62.4815583858713
"X1.1337","MCHI US Equity_EWH US Equity",2017-05-17,"act_1",1.43101006229721,0.987283121180957,0.992210389933095,0.984800924420137,0.995034048421454,1.00752382063138,1.0025205061239,0.991106152027,0.00590337683106945,-0.1160123830718,86.8880300652938,0.301917698166354,58.4030289922451
"X1.1338","MCHI US Equity_EWH US Equity",2017-05-18,"act_1",1.42600877753632,0.991386942024935,0.995697684768473,0.988569516198214,0.995670630946039,1.00721058909208,1.00285000273684,0.995304530288295,-0.0107251284573053,-0.149996322030989,53.559858887366,0.293838904697391,55.0233366560792
"X1.1339","MCHI US Equity_EWH US Equity",2017-05-19,"act_1",1.44541573538629,0.979547457971339,0.982713161143211,0.975640945565135,0.996778609163849,1.0072487892295,1.00400404721016,0.984348880992131,0.0144056730890763,-0.163611624875051,154.202200627944,0.312708715132151,63.7818211788219
"X1.1340","MCHI US Equity_EWH US Equity",2017-05-22,"act_2",1.46323282249398,0.97018010213364,0.971453864226322,0.964149805852204,0.998688808455462,1.00757564678205,1.00625452211351,0.976047876897732,0.0372240449576509,-0.1366278303949,215.64808301644,0.376612852729901,69.6292074376239
"X1.1341","MCHI US Equity_EWH US Equity",2017-05-23,"act_2",1.45212264206701,0.97976967678709,0.979111401009289,0.971886975553263,1.00067231959216,1.00743340083543,1.00811071804861,0.985713530871926,0.00670690668072482,-0.0756869391652187,147.900725251354,0.357987290845835,62.8185056159652
"X1.1342","MCHI US Equity_EWH US Equity",2017-05-24,"act_2",1.44611196212554,0.986645788628254,0.983354352528291,0.976259610414238,1.00334715160562,1.0072672699335,1.01063874619335,0.991169179398428,-0.0171208603684316,0.0199319247120952,106.438547499463,0.35188753813393,59.4315858489362
"X1.1343","MCHI US Equity_EWH US Equity",2017-05-25,"act_2",1.45939291808173,0.980747111704281,0.974721556724678,0.967728673436107,1.00618182181161,1.00722607842521,1.01345257056603,0.984529318447898,0.00727027601471431,0.143777634820165,138.083816866775,0.342519235652644,64.0444782056798
"X1.1344","MCHI US Equity_EWH US Equity",2017-05-26,"act_2",1.46117183334155,0.982562281877186,0.973843481720917,0.966896889024673,1.00895297891286,1.0071844193265,1.01620172019409,0.985553269351441,0.015059871216011,0.282389998449236,125.208500626692,0.340673424328408,64.6247026164307
"X1.1345","MCHI US Equity_EWH US Equity",2017-05-30,"act_2",1.4545439673184,0.989364361756353,0.978564692337734,0.971579038386737,1.01103623450057,1.00719000068445,1.01830558571863,0.991371555954905,-0.00484895076333025,0.434003527659439,89.4413471757999,0.345667102901106,60.6947724624114
"X1.1346","MCHI US Equity_EWH US Equity",2017-05-31,"act_1",1.43820195919433,1.00175175965932,0.989582357350649,0.982786355159964,1.01229751340884,1.00691503514981,1.01929758629613,1.00228480843816,-0.0229698741472293,0.59323214385394,30.4496613569021,0.32538496465492,52.2566767686481
"X1.1347","MCHI US Equity_EWH US Equity",2017-06-01,"act_1",1.4406250504389,1.00152536342876,0.988004035208356,0.981251567046115,1.01368549898437,1.00688148522664,1.02066116077009,1.00051912751135,-0.0139189168794931,0.757721580186048,34.3274493893987,0.332321020189007,53.2935345498752
"X1.1348","MCHI US Equity_EWH US Equity",2017-06-02,"act_1",1.43507869145193,1.00615473132501,0.991850177497951,0.98512448188057,1.01442209131136,1.00682725456639,1.02134780916651,1.00380118305623,-0.00312326774239535,0.906235270641335,7.44231454070344,0.329605412108194,50.5854924073187
"X1.1349","MCHI US Equity_EWH US Equity",2017-06-05,"act_1",1.44352867446921,1.00117655932041,0.986287471149568,0.979452301730984,1.0150960937925,1.0069785628218,1.02218000565319,0.998201868267608,0.00290362403030708,1.02373433716315,35.4269727094569,0.323853927403443,54.3881815496573
"X1.1350","MCHI US Equity_EWH US Equity",2017-06-06,"act_2",1.43392054367263,1.00774490156397,0.992955775787656,0.986065217498782,1.0148940427529,1.00698793362406,1.02198605495911,1.00423836543559,-0.00115814777930456,1.11654438987867,-17.0226077999021,0.326362055275067,49.7043772268419
"X1.1351","MCHI US Equity_EWH US Equity",2017-06-07,"act_2",1.44137117193497,1.00304919686502,0.98799824432512,0.981013241730781,1.0152337847019,1.00712019195787,1.0224624441311,0.999174353918355,-0.00215750253424196,1.17979390609614,13.5054630136173,0.334682371556839,53.0788180784537
"X1.1352","MCHI US Equity_EWH US Equity",2017-06-08,"act_2",1.45978339646378,0.992050377256248,0.975962109646108,0.968775563573222,1.01648452071154,1.00741817438745,1.02402498014832,0.988362212664526,0.0258628527911575,1.2042653994184,108.108456435666,0.309190734953003,60.1875006630043
"X1.1353","MCHI US Equity_EWH US Equity",2017-06-09,"act_2",1.4431492739788,1.00337283549438,0.987432752370592,0.980072986645853,1.01614295564485,1.00750940575347,1.02377358540232,0.999787093352526,0.00177810204382722,1.1942932052104,2.20661124936314,0.291846650987673,52.4555365568504
"X1.1354","MCHI US Equity_EWH US Equity",2017-06-12,"act_2",1.44486076556458,1.00127605633183,0.986591059073468,0.97903370668598,1.01488458376276,1.0077191953003,1.02271867607209,0.998789100412574,-0.0149226308992019,1.14637135434411,5.86707359667858,0.29551270954251,53.1228112217003
