"","date","PX_LAST","PX_VOLUME","TOT_RETURN_INDEX_NET_DVDS","etf"
"4645",2017-05-25,90.47,3301914,93.6825,"XLY US Equity"
"4646",2017-05-26,90.74,2324013,93.9621,"XLY US Equity"
"4647",2017-05-30,90.81,2638884,94.0346,"XLY US Equity"
"4648",2017-05-31,91.05,5103647,94.2831,"XLY US Equity"
"4649",2017-06-01,91.91,5147498,95.1737,"XLY US Equity"
"4650",2017-06-02,92.24,3134363,95.5154,"XLY US Equity"
"4651",2017-06-05,91.99,5499327,95.2565,"XLY US Equity"
"4652",2017-06-06,91.2,3563744,94.4384,"XLY US Equity"
"4653",2017-06-07,91.36,4671512,94.6041,"XLY US Equity"
"4654",2017-06-08,90.77,5198798,93.9932,"XLY US Equity"
"4655",2017-06-09,90.37,10989006,93.579,"XLY US Equity"
"4656",2017-06-12,90.32,6436554,93.5272,"XLY US Equity"
"4657",2017-06-13,90.88,4164849,94.1071,"XLY US Equity"
"4658",2017-06-14,90.83,4809407,94.0553,"XLY US Equity"
"4659",2017-06-15,90.45,3585054,93.6618,"XLY US Equity"
"4660",2017-06-16,90.15,7711618,93.6355,"XLY US Equity"
"4661",2017-06-19,90.84,3419785,94.3522,"XLY US Equity"
"4662",2017-06-20,89.7,3352527,93.1681,"XLY US Equity"
"4663",2017-06-21,89.84,3126222,93.3135,"XLY US Equity"
"4664",2017-06-22,89.63,3658877,93.0954,"XLY US Equity"
"4665",2017-06-23,89.52,3922640,92.9812,"XLY US Equity"
"4666",2017-06-26,89.84,4708660,93.3135,"XLY US Equity"
"4667",2017-06-27,89.13,4014898,92.5761,"XLY US Equity"
"4668",2017-06-28,90.03,5030799,93.5109,"XLY US Equity"
"4669",2017-06-29,89.16,4901666,92.6073,"XLY US Equity"
"4670",2017-06-30,89.63,4656803,93.0954,"XLY US Equity"
"4671",2017-07-03,89.54,2807322,93.0019,"XLY US Equity"
"4672",2017-07-05,89.32,3985053,92.7734,"XLY US Equity"
"4673",2017-07-06,88.41,3797421,91.8283,"XLY US Equity"
"4674",2017-07-07,89.2,2579747,92.6488,"XLY US Equity"
"4675",2017-07-10,89.39,2700116,92.8461,"XLY US Equity"
"4676",2017-07-11,89.21,3212276,92.6592,"XLY US Equity"
"4677",2017-07-12,89.89,3033865,93.3655,"XLY US Equity"
"4678",2017-07-13,89.9,3311710,93.3759,"XLY US Equity"
"4679",2017-07-14,90.19,4139975,93.6771,"XLY US Equity"
"4680",2017-07-17,90.41,3177182,93.9056,"XLY US Equity"
"4681",2017-07-18,90.82,3489985,94.3314,"XLY US Equity"
"4682",2017-07-19,91.26,2656159,94.7885,"XLY US Equity"
"4683",2017-07-20,91.07,4599489,94.5911,"XLY US Equity"
"4684",2017-07-21,91.13,3324429,94.6534,"XLY US Equity"
"4685",2017-07-24,90.82,2040899,94.3314,"XLY US Equity"
"4686",2017-07-25,91.46,5048411,94.9962,"XLY US Equity"
"4687",2017-07-26,91.42,2864393,94.9546,"XLY US Equity"
"4688",2017-07-27,92.09,6637638,95.6505,"XLY US Equity"
"4689",2017-07-28,91.39,3916736,94.9235,"XLY US Equity"
"4690",2017-07-31,91.36,3130649,94.8923,"XLY US Equity"
"4691",2017-08-01,91.52,4375438,95.0585,"XLY US Equity"
"4692",2017-08-02,91.27,2888005,94.7988,"XLY US Equity"
"4693",2017-08-03,91.02,3595719,94.5392,"XLY US Equity"
"4694",2017-08-04,91.03,2449353,94.5496,"XLY US Equity"
"4695",2017-08-07,91.24,3469717,94.7677,"XLY US Equity"
"4696",2017-08-08,91.29,3025108,94.8196,"XLY US Equity"
"4697",2017-08-09,90.76,4898141,94.2691,"XLY US Equity"
"4698",2017-08-10,89.4,4904886,92.8565,"XLY US Equity"
"4699",2017-08-11,89.86,4919590,93.3343,"XLY US Equity"
"4700",2017-08-14,90.5,3754082,93.9991,"XLY US Equity"
"4701",2017-08-15,89.67,3095655,93.137,"XLY US Equity"
"4702",2017-08-16,90.13,2452677,93.6148,"XLY US Equity"
"4703",2017-08-17,88.69,4895731,92.1191,"XLY US Equity"
"4704",2017-08-18,88.25,6787836,91.6621,"XLY US Equity"
"4705",2017-08-21,88.41,10550695,91.8283,"XLY US Equity"
"4706",2017-08-22,89.36,4385556,92.815,"XLY US Equity"
"4707",2017-08-23,88.6,4840795,92.0256,"XLY US Equity"
"4708",2017-08-24,88.41,2765860,91.8283,"XLY US Equity"
"4709",2017-08-25,88.63,3244564,92.0568,"XLY US Equity"
"4710",2017-08-28,88.68,2184210,92.1087,"XLY US Equity"
"4711",2017-08-29,88.6,2755578,92.0256,"XLY US Equity"
"4712",2017-08-30,89.24,2256426,92.6903,"XLY US Equity"
"4713",2017-08-31,89.66,3994053,93.1266,"XLY US Equity"
"4714",2017-09-01,90.07,2431911,93.5524,"XLY US Equity"
"4715",2017-09-05,89.7,4955544,93.1681,"XLY US Equity"
"4716",2017-09-06,90.26,3004657,93.7498,"XLY US Equity"
"4717",2017-09-07,89.48,5354006,92.9396,"XLY US Equity"
"4718",2017-09-08,89.17,2589950,92.6176,"XLY US Equity"
"4719",2017-09-11,89.64,3351563,93.1058,"XLY US Equity"
"4720",2017-09-12,90.04,2720090,93.5213,"XLY US Equity"
"4721",2017-09-13,90.69,3291562,94.1964,"XLY US Equity"
"4722",2017-09-14,90.2,3516900,93.6875,"XLY US Equity"
"4723",2017-09-15,89.63,3911134,93.4257,"XLY US Equity"
"4724",2017-09-18,89.32,6569557,93.1025,"XLY US Equity"
"4725",2017-09-19,89.24,6400542,93.0192,"XLY US Equity"
"4726",2017-09-20,89.54,3709887,93.3319,"XLY US Equity"
"4727",2017-09-21,89.39,4207581,93.1755,"XLY US Equity"
"4728",2017-09-22,89.54,3116275,93.3319,"XLY US Equity"
"4729",2017-09-25,89.35,7167628,93.1338,"XLY US Equity"
"4730",2017-09-26,89.36,3073229,93.1442,"XLY US Equity"
"4731",2017-09-27,89.85,5229087,93.655,"XLY US Equity"
"4732",2017-09-28,89.74,3599766,93.5403,"XLY US Equity"
"4733",2017-09-29,90.08,3472016,93.8947,"XLY US Equity"
"4734",2017-10-02,90.25,2929666,94.0719,"XLY US Equity"
"4735",2017-10-03,90.63,4915550,94.468,"XLY US Equity"
"4736",2017-10-04,91.1,4931739,94.9579,"XLY US Equity"
"4737",2017-10-05,91.61,7220520,95.4895,"XLY US Equity"
"4738",2017-10-06,91.72,3133244,95.6042,"XLY US Equity"
"4739",2017-10-09,91.43,4270062,95.3019,"XLY US Equity"
"4740",2017-10-10,91.34,2756674,95.2081,"XLY US Equity"
"4741",2017-10-11,91.39,3842849,95.2602,"XLY US Equity"
"4742",2017-10-12,90.78,4583954,94.6244,"XLY US Equity"
"4743",2017-10-13,91.22,2730147,95.083,"XLY US Equity"
"4744",2017-10-16,91.34,4327757,95.2081,"XLY US Equity"
"4745",2017-10-17,91.39,2773244,95.2602,"XLY US Equity"
"4746",2017-10-18,91.14,4525582,94.9996,"XLY US Equity"
"4747",2017-10-19,91.14,4501085,94.9996,"XLY US Equity"
"4748",2017-10-20,91.36,4801413,95.2289,"XLY US Equity"
"4749",2017-10-23,90.74,2910557,94.5827,"XLY US Equity"
"4750",2017-10-24,90.96,3701956,94.812,"XLY US Equity"
"4751",2017-10-25,90.61,4683616,94.4472,"XLY US Equity"
"4752",2017-10-26,90.93,3566536,94.7807,"XLY US Equity"
"4753",2017-10-27,92.4,5945603,96.313,"XLY US Equity"
"4754",2017-10-30,91.98,4335414,95.8752,"XLY US Equity"
"4755",2017-10-31,91.99,3187590,95.8856,"XLY US Equity"
"4756",2017-11-01,92.02,4417221,95.9169,"XLY US Equity"
"4757",2017-11-02,91.33,4591765,95.1977,"XLY US Equity"
"4758",2017-11-03,91.7,3694007,95.5833,"XLY US Equity"
"4759",2017-11-06,92.37,3847861,96.2817,"XLY US Equity"
"4760",2017-11-07,91.82,2432920,95.7084,"XLY US Equity"
"4761",2017-11-08,91.92,2725780,95.8126,"XLY US Equity"
"4762",2017-11-09,92.06,3441318,95.9586,"XLY US Equity"
"4763",2017-11-10,92.37,2510606,96.2817,"XLY US Equity"
"4764",2017-11-13,92.68,5714667,96.6048,"XLY US Equity"
"4765",2017-11-14,92.76,4189459,96.6882,"XLY US Equity"
"4766",2017-11-15,92.36,3365293,96.2713,"XLY US Equity"
"4767",2017-11-16,93.13,4093326,97.0739,"XLY US Equity"
"4768",2017-11-17,93.54,4686446,97.5012,"XLY US Equity"
"4769",2017-11-20,93.72,2447596,97.6889,"XLY US Equity"
"4770",2017-11-21,94.3,5015078,98.2934,"XLY US Equity"
"4771",2017-11-22,94.39,3197307,98.3872,"XLY US Equity"
"4772",2017-11-24,94.63,1736303,98.6374,"XLY US Equity"
"4773",2017-11-27,94.7,3924108,98.7104,"XLY US Equity"
"4774",2017-11-28,95.75,5804730,99.8048,"XLY US Equity"
"4775",2017-11-29,96.16,6346727,100.2322,"XLY US Equity"
"4776",2017-11-30,96.65,7481718,100.743,"XLY US Equity"
"4777",2017-12-01,96.61,11780071,100.7013,"XLY US Equity"
"4778",2017-12-04,97.73,6772924,101.8687,"XLY US Equity"
"4779",2017-12-05,97.17,7484235,101.285,"XLY US Equity"
"4780",2017-12-06,96.54,5718046,100.6283,"XLY US Equity"
"4781",2017-12-07,96.79,3951414,100.8889,"XLY US Equity"
"4782",2017-12-08,97.25,5793388,101.3684,"XLY US Equity"
"4783",2017-12-11,97.46,3346422,101.5873,"XLY US Equity"
"4784",2017-12-12,97.5,2759040,101.6289,"XLY US Equity"
"4785",2017-12-13,97.58,3452882,101.7123,"XLY US Equity"
"4786",2017-12-14,97.88,4247329,102.025,"XLY US Equity"
"4787",2017-12-15,97.97,6732140,102.4648,"XLY US Equity"
"4788",2017-12-18,98.85,6008340,103.3851,"XLY US Equity"
"4789",2017-12-19,98.72,5984713,103.2492,"XLY US Equity"
"4790",2017-12-20,98.53,2464500,103.0505,"XLY US Equity"
"4791",2017-12-21,99.17,2359901,103.7198,"XLY US Equity"
"4792",2017-12-22,98.98,3221867,103.5211,"XLY US Equity"
"4793",2017-12-26,99.2,1498337,103.7512,"XLY US Equity"
"4794",2017-12-27,99,1866942,103.542,"XLY US Equity"
"4795",2017-12-28,99.27,4195766,103.8244,"XLY US Equity"
"4796",2017-12-29,98.69,2630625,103.2178,"XLY US Equity"
"4797",2018-01-02,100.19,4895550,104.7866,"XLY US Equity"
"4798",2018-01-03,100.65,5319074,105.2677,"XLY US Equity"
"4799",2018-01-04,100.98,3457382,105.6129,"XLY US Equity"
"4800",2018-01-05,101.78,4294382,106.4496,"XLY US Equity"
"4801",2018-01-08,101.9,2670023,106.5751,"XLY US Equity"
"4802",2018-01-09,102.1,3160909,106.7843,"XLY US Equity"
"4803",2018-01-10,102.03,2838881,106.711,"XLY US Equity"
"4804",2018-01-11,103.69,3622686,108.4472,"XLY US Equity"
"4805",2018-01-12,105.03,4037795,109.8487,"XLY US Equity"
"4806",2018-01-16,104.28,9251550,109.0643,"XLY US Equity"
"4807",2018-01-17,104.78,6656143,109.5872,"XLY US Equity"
"4808",2018-01-18,104.69,3292300,109.4931,"XLY US Equity"
"4809",2018-01-19,105.6,3760384,110.4448,"XLY US Equity"
"4810",2018-01-22,106.77,7752314,111.6685,"XLY US Equity"
"4811",2018-01-23,107.67,4154888,112.6098,"XLY US Equity"
"4812",2018-01-24,108.13,6463963,113.0909,"XLY US Equity"
"4813",2018-01-25,107.94,5070835,112.8922,"XLY US Equity"
"4814",2018-01-26,109,3916294,114.0008,"XLY US Equity"
"4815",2018-01-29,108.7,6355231,113.6871,"XLY US Equity"
"4816",2018-01-30,108.16,5284063,113.1223,"XLY US Equity"
"4817",2018-01-31,107.81,10502354,112.7562,"XLY US Equity"
"4818",2018-02-01,106.61,9353417,111.5012,"XLY US Equity"
"4819",2018-02-02,105.59,10690708,110.4344,"XLY US Equity"
"4820",2018-02-05,102.03,23046519,106.711,"XLY US Equity"
"4821",2018-02-06,104.64,22332501,109.4408,"XLY US Equity"
"4822",2018-02-07,104.32,13137027,109.1061,"XLY US Equity"
"4823",2018-02-08,100.16,15741985,104.7552,"XLY US Equity"
"4824",2018-02-09,100.83,21397572,105.456,"XLY US Equity"
"4825",2018-02-12,102.2,12559479,106.8888,"XLY US Equity"
"4826",2018-02-13,102.73,5150796,107.4432,"XLY US Equity"
"4827",2018-02-14,104.37,6731343,109.1584,"XLY US Equity"
"4828",2018-02-15,105.3,5590781,110.1311,"XLY US Equity"
"4829",2018-02-16,104.79,4748646,109.5977,"XLY US Equity"
"4830",2018-02-20,104.47,5875674,109.263,"XLY US Equity"
"4831",2018-02-21,104.32,4953059,109.1061,"XLY US Equity"
"4832",2018-02-22,104.45,4443802,109.2421,"XLY US Equity"
"4833",2018-02-23,105.91,2992964,110.769,"XLY US Equity"
"4834",2018-02-26,106.8,3898404,111.6999,"XLY US Equity"
"4835",2018-02-27,104.54,6284648,109.3362,"XLY US Equity"
"4836",2018-02-28,104.07,6049365,108.8446,"XLY US Equity"
"4837",2018-03-01,102.95,9530302,107.6732,"XLY US Equity"
"4838",2018-03-02,103.05,7265415,107.7778,"XLY US Equity"
"4839",2018-03-05,104.28,4994289,109.0643,"XLY US Equity"
"4840",2018-03-06,105,7575910,109.8173,"XLY US Equity"
"4841",2018-03-07,104.29,5263656,109.0747,"XLY US Equity"
"4842",2018-03-08,104.62,4036814,109.4199,"XLY US Equity"
"4843",2018-03-09,106.24,3624742,111.1142,"XLY US Equity"
"4844",2018-03-12,106.59,4256578,111.4802,"XLY US Equity"
"4845",2018-03-13,105.84,5662857,110.6958,"XLY US Equity"
"4846",2018-03-14,105.71,5122689,110.5599,"XLY US Equity"
"4847",2018-03-15,105.6,3839782,110.4448,"XLY US Equity"
"4848",2018-03-16,105.18,3346756,110.3296,"XLY US Equity"
"4849",2018-03-19,103.87,5727448,108.9554,"XLY US Equity"
"4850",2018-03-20,104.49,3706707,109.6058,"XLY US Equity"
"4851",2018-03-21,104.41,5269662,109.5219,"XLY US Equity"
"4852",2018-03-22,102.19,6906791,107.1932,"XLY US Equity"
"4853",2018-03-23,100.18,8944632,105.0848,"XLY US Equity"
"4854",2018-03-26,103.14,7280344,108.1897,"XLY US Equity"
"4855",2018-03-27,101.12,6256719,106.0708,"XLY US Equity"
"4856",2018-03-28,99.89,12974378,104.7806,"XLY US Equity"
"4857",2018-03-29,101.29,7642697,106.2491,"XLY US Equity"
"4858",2018-04-02,98.43,11888299,103.2491,"XLY US Equity"
"4859",2018-04-03,99.68,7307933,104.5603,"XLY US Equity"
"4860",2018-04-04,101.51,7442794,106.4799,"XLY US Equity"
"4861",2018-04-05,102.87,4231570,107.9065,"XLY US Equity"
"4862",2018-04-06,100.68,8764948,105.6093,"XLY US Equity"
"4863",2018-04-09,100.44,4260137,105.3575,"XLY US Equity"
"4864",2018-04-10,101.66,6416710,106.6372,"XLY US Equity"
"4865",2018-04-11,101.35,4790160,106.3121,"XLY US Equity"
"4866",2018-04-12,101.79,3057391,106.7736,"XLY US Equity"
"4867",2018-04-13,101.22,4434239,106.1757,"XLY US Equity"
"4868",2018-04-16,101.98,4240664,106.9729,"XLY US Equity"
"4869",2018-04-17,103.88,4075532,108.9659,"XLY US Equity"
"4870",2018-04-18,104.37,3298304,109.4799,"XLY US Equity"
"4871",2018-04-19,104.04,8064537,109.1338,"XLY US Equity"
"4872",2018-04-20,102.98,6255112,108.0219,"XLY US Equity"
"4873",2018-04-23,103.2,7041006,108.2526,"XLY US Equity"
"4874",2018-04-24,101.57,6701998,106.5428,"XLY US Equity"
"4875",2018-04-25,101.99,9397261,106.9834,"XLY US Equity"
"4876",2018-04-26,103.64,6484653,108.7142,"XLY US Equity"
"4877",2018-04-27,104.11,4425648,109.2072,"XLY US Equity"
"4878",2018-04-30,103.7,5003100,108.7771,"XLY US Equity"
"4879",2018-05-01,103.84,5605364,108.924,"XLY US Equity"
"4880",2018-05-02,103.13,4776889,108.1792,"XLY US Equity"
"4881",2018-05-03,102.67,7007745,107.6967,"XLY US Equity"
"4882",2018-05-04,104.02,3989646,109.1128,"XLY US Equity"
"4883",2018-05-07,104.37,3450033,109.4799,"XLY US Equity"
"4884",2018-05-08,103.93,6097429,109.0184,"XLY US Equity"
"4885",2018-05-09,104.29,4024770,109.396,"XLY US Equity"
"4886",2018-05-10,104.67,2930771,109.7946,"XLY US Equity"
"4887",2018-05-11,104.89,4424146,110.0254,"XLY US Equity"
"4888",2018-05-14,105.09,3324860,110.2352,"XLY US Equity"
"4889",2018-05-15,104.48,4558014,109.5953,"XLY US Equity"
"4890",2018-05-16,105.35,3239196,110.5079,"XLY US Equity"
"4891",2018-05-17,105,6364479,110.1408,"XLY US Equity"
"4892",2018-05-18,104.87,4108918,110.0044,"XLY US Equity"
"4893",2018-05-21,105.45,8747329,110.6128,"XLY US Equity"
"4894",2018-05-22,104.98,2995215,110.1198,"XLY US Equity"
"4895",2018-05-23,105.74,4627171,110.917,"XLY US Equity"
"4896",2018-05-24,105.97,5483535,111.1583,"XLY US Equity"
"4897",2018-05-25,106.13,3840941,111.3261,"XLY US Equity"
"4898",2018-05-29,105.31,5904282,110.4659,"XLY US Equity"
"4899",2018-05-30,106.27,4921622,111.4729,"XLY US Equity"
"4900",2018-05-31,105.76,6433519,110.938,"XLY US Equity"
"4901",2018-06-01,106.54,5218729,111.7562,"XLY US Equity"
"4902",2018-06-04,107.73,4707410,113.0044,"XLY US Equity"
"4903",2018-06-05,108.36,4580959,113.6653,"XLY US Equity"
"4904",2018-06-06,109.37,5460404,114.7247,"XLY US Equity"
"4905",2018-06-07,109.69,5349890,115.0604,"XLY US Equity"
"4906",2018-06-08,109.92,3843944,115.3017,"XLY US Equity"
"4907",2018-06-11,110.36,3184554,115.7632,"XLY US Equity"
"4908",2018-06-12,110.89,3488238,116.3191,"XLY US Equity"
"4909",2018-06-13,111.06,5052535,116.4975,"XLY US Equity"
"4910",2018-06-14,112.22,4191786,117.7143,"XLY US Equity"
"4911",2018-06-15,112.11,9106719,117.9069,"XLY US Equity"
"4912",2018-06-18,111.92,4024162,117.7071,"XLY US Equity"
"4913",2018-06-19,111.78,6169750,117.5598,"XLY US Equity"
"4914",2018-06-20,112.31,3943049,118.1172,"XLY US Equity"
"4915",2018-06-21,111.51,6850371,117.2759,"XLY US Equity"
"4916",2018-06-22,111.32,5568005,117.076,"XLY US Equity"
"4917",2018-06-25,108.9,12066759,114.5309,"XLY US Equity"
"4918",2018-06-26,109.68,4632899,115.3512,"XLY US Equity"
"4919",2018-06-27,108.26,6850627,113.8578,"XLY US Equity"
"4920",2018-06-28,109.11,5973916,114.7518,"XLY US Equity"
"4921",2018-06-29,109.3,5741368,114.9516,"XLY US Equity"
"4922",2018-07-02,109.45,6898739,115.1093,"XLY US Equity"
"4923",2018-07-03,108.9,2909264,114.5309,"XLY US Equity"
"4924",2018-07-05,109.44,3788631,115.0988,"XLY US Equity"
"4925",2018-07-06,110.3,5185027,116.0033,"XLY US Equity"
"4926",2018-07-09,111.62,3730730,117.3915,"XLY US Equity"
"4927",2018-07-10,111.86,3179634,117.644,"XLY US Equity"
"4928",2018-07-11,111.6,4432410,117.3705,"XLY US Equity"
"4929",2018-07-12,112.34,2914209,118.1488,"XLY US Equity"
"4930",2018-07-13,112.59,5523716,118.4117,"XLY US Equity"
"4931",2018-07-16,112.87,3096416,118.7062,"XLY US Equity"
"4932",2018-07-17,112.98,4071940,118.8219,"XLY US Equity"
"4933",2018-07-18,112.91,6406110,118.7482,"XLY US Equity"
"4934",2018-07-19,112.65,3609662,118.4748,"XLY US Equity"
"4935",2018-07-20,112.15,3334241,117.9489,"XLY US Equity"
"4936",2018-07-23,112.03,3369156,117.8227,"XLY US Equity"
"4937",2018-07-24,111.7,4825617,117.4757,"XLY US Equity"
"4938",2018-07-25,112.52,6269782,118.3381,"XLY US Equity"
"4939",2018-07-26,111.93,5802016,117.7176,"XLY US Equity"
"4940",2018-07-27,111.64,6548826,117.4126,"XLY US Equity"
"4941",2018-07-30,110.75,6566161,116.4766,"XLY US Equity"
"4942",2018-07-31,111.27,6154738,117.0234,"XLY US Equity"
"4943",2018-08-01,110.72,5218625,116.445,"XLY US Equity"
"4944",2018-08-02,111.48,4361522,117.2443,"XLY US Equity"
"4945",2018-08-03,111.86,3285887,117.644,"XLY US Equity"
"4946",2018-08-06,112.61,3625307,118.4327,"XLY US Equity"
"4947",2018-08-07,113.13,3220519,118.9796,"XLY US Equity"
"4948",2018-08-08,113.25,2729031,119.1058,"XLY US Equity"
"4949",2018-08-09,113.67,5537465,119.5475,"XLY US Equity"
"4950",2018-08-10,112.72,4946200,118.5484,"XLY US Equity"
"4951",2018-08-13,112.15,5984741,117.9489,"XLY US Equity"
"4952",2018-08-14,113.24,4190463,119.0953,"XLY US Equity"
"4953",2018-08-15,111.86,6251821,117.644,"XLY US Equity"
"4954",2018-08-16,112.41,3840119,118.2224,"XLY US Equity"
"4955",2018-08-17,112.51,3011276,118.3276,"XLY US Equity"
"4956",2018-08-20,113.31,6569293,119.1689,"XLY US Equity"
"4957",2018-08-21,114.21,4171631,120.1155,"XLY US Equity"
"4958",2018-08-22,114.33,2757427,120.2417,"XLY US Equity"
"4959",2018-08-23,114.22,3994524,120.126,"XLY US Equity"
"4960",2018-08-24,114.89,5259253,120.8306,"XLY US Equity"
"4961",2018-08-27,115.63,3016038,121.6089,"XLY US Equity"
"4962",2018-08-28,115.86,3810009,121.8508,"XLY US Equity"
"4963",2018-08-29,117.16,8311844,123.218,"XLY US Equity"
"4964",2018-08-30,116.49,4421818,122.5134,"XLY US Equity"
"4965",2018-08-31,116.95,4104416,122.9971,"XLY US Equity"
"4966",2018-09-04,117.17,4453724,123.2285,"XLY US Equity"
"4967",2018-09-05,115.91,7114947,121.9034,"XLY US Equity"
"4968",2018-09-06,115.59,5592536,121.5668,"XLY US Equity"
"4969",2018-09-07,115.58,4460798,121.5563,"XLY US Equity"
"4970",2018-09-10,116.01,4054886,122.0085,"XLY US Equity"
"4971",2018-09-11,116.94,4888002,122.9866,"XLY US Equity"
"4972",2018-09-12,117.16,4572807,123.218,"XLY US Equity"
"4973",2018-09-13,117.36,4714434,123.4283,"XLY US Equity"
"4974",2018-09-14,116.92,3103169,122.9656,"XLY US Equity"
"4975",2018-09-17,115.47,5179235,121.4406,"XLY US Equity"
"4976",2018-09-18,116.94,3668182,122.9866,"XLY US Equity"
"4977",2018-09-19,116.99,3173661,123.0392,"XLY US Equity"
"4978",2018-09-20,117.79,4834779,123.8806,"XLY US Equity"
"4979",2018-09-21,116.92,8037499,123.335,"XLY US Equity"
"4980",2018-09-24,116.16,4841672,122.5333,"XLY US Equity"
"4981",2018-09-25,116.65,4106816,123.0502,"XLY US Equity"
"4982",2018-09-26,116.92,6730107,123.335,"XLY US Equity"
"4983",2018-09-27,117.32,5309562,123.7569,"XLY US Equity"
"4984",2018-09-28,117.22,3503939,123.6514,"XLY US Equity"
"4985",2018-10-01,116.86,7849543,123.2717,"XLY US Equity"
"4986",2018-10-02,115.28,9177045,121.605,"XLY US Equity"
"4987",2018-10-03,114.89,9161634,121.1936,"XLY US Equity"
"4988",2018-10-04,113.09,12959856,119.2948,"XLY US Equity"
"4989",2018-10-05,112.24,7429341,118.3982,"XLY US Equity"
"4990",2018-10-08,112.53,7256707,118.7041,"XLY US Equity"
"4991",2018-10-09,112.2,5894282,118.356,"XLY US Equity"
"4992",2018-10-10,108.42,13716641,114.3686,"XLY US Equity"
"4993",2018-10-11,106.51,28602890,112.3538,"XLY US Equity"
"4994",2018-10-12,108.48,15178226,114.4319,"XLY US Equity"
"4995",2018-10-15,108.23,7807307,114.1682,"XLY US Equity"
"4996",2018-10-16,110.4,7431609,116.4572,"XLY US Equity"
"4997",2018-10-17,109.49,10038660,115.4973,"XLY US Equity"
"4998",2018-10-18,107.39,12486331,113.2821,"XLY US Equity"
"4999",2018-10-19,106.34,8585876,112.1745,"XLY US Equity"
"5000",2018-10-22,106.77,6918839,112.6281,"XLY US Equity"
"5001",2018-10-23,106.79,10511970,112.6492,"XLY US Equity"
"5002",2018-10-24,103.6,11795682,109.2841,"XLY US Equity"
"5003",2018-10-25,106.73,10432801,112.5859,"XLY US Equity"
"5004",2018-10-26,103.41,18281779,109.0837,"XLY US Equity"
"5005",2018-10-29,102.5,14306263,108.1238,"XLY US Equity"
"5006",2018-10-30,104.04,14443500,109.7483,"XLY US Equity"
"5007",2018-10-31,105.38,9104308,111.1618,"XLY US Equity"
"5008",2018-11-01,107.53,6905762,113.4298,"XLY US Equity"
"5009",2018-11-02,107.97,7912622,113.8939,"XLY US Equity"
"5010",2018-11-05,108.12,4697849,114.0521,"XLY US Equity"
"5011",2018-11-06,108.6,4779419,114.5585,"XLY US Equity"
"5012",2018-11-07,111.54,6408767,117.6598,"XLY US Equity"
"5013",2018-11-08,111.57,4377330,117.6914,"XLY US Equity"
"5014",2018-11-09,110.02,5257890,116.0564,"XLY US Equity"
"5015",2018-11-12,107.81,6023350,113.7251,"XLY US Equity"
"5016",2018-11-13,107.76,7912985,113.6724,"XLY US Equity"
"5017",2018-11-14,106.95,8291637,112.8179,"XLY US Equity"
"5018",2018-11-15,106.79,10848591,112.6492,"XLY US Equity"
"5019",2018-11-16,106.37,5730915,112.2061,"XLY US Equity"
"5020",2018-11-19,103.77,6680119,109.4635,"XLY US Equity"
"5021",2018-11-20,101.42,11993080,106.9845,"XLY US Equity"
"5022",2018-11-21,102.48,8737286,108.1027,"XLY US Equity"
"5023",2018-11-23,102.02,2728006,107.6175,"XLY US Equity"
"5024",2018-11-26,104.31,5853975,110.0331,"XLY US Equity"
"5025",2018-11-27,104.62,6026189,110.3601,"XLY US Equity"
"5026",2018-11-28,107.71,6341494,113.6196,"XLY US Equity"
"5027",2018-11-29,107.21,4975250,113.0922,"XLY US Equity"
"5028",2018-11-30,107.99,5671468,113.915,"XLY US Equity"
"5029",2018-12-03,110.01,5994635,116.0458,"XLY US Equity"
"5030",2018-12-04,106.05,9708721,111.8686,"XLY US Equity"
"5031",2018-12-06,106.56,11161940,112.4066,"XLY US Equity"
"5032",2018-12-07,103.37,9345689,109.0415,"XLY US Equity"
"5033",2018-12-10,103.45,9898207,109.1259,"XLY US Equity"
"5034",2018-12-11,103.49,7964979,109.1681,"XLY US Equity"
"5035",2018-12-12,104.58,7186679,110.3179,"XLY US Equity"
"5036",2018-12-13,104.06,6108298,109.7694,"XLY US Equity"
"5037",2018-12-14,102.33,6138633,107.9445,"XLY US Equity"
"5038",2018-12-17,99.73,11928807,105.2018,"XLY US Equity"
"5039",2018-12-18,100.51,8688885,106.0246,"XLY US Equity"
"5040",2018-12-19,98.52,14030915,103.9254,"XLY US Equity"
"5041",2018-12-20,96.31,17687637,101.5942,"XLY US Equity"
"5042",2018-12-21,93.76,13368091,99.3007,"XLY US Equity"
"5043",2018-12-24,91.98,8439016,97.4155,"XLY US Equity"
"5044",2018-12-26,97.43,11744914,103.1876,"XLY US Equity"
"5045",2018-12-27,97.95,10760072,103.7383,"XLY US Equity"
"5046",2018-12-28,97.96,8328286,103.7489,"XLY US Equity"
"5047",2018-12-31,99.01,6215323,104.8609,"XLY US Equity"
"5048",2019-01-02,99.76,6840764,105.6552,"XLY US Equity"
"5049",2019-01-03,97.6,6346211,103.3676,"XLY US Equity"
"5050",2019-01-04,100.83,7269178,106.7885,"XLY US Equity"
"5051",2019-01-07,103.11,6263156,109.2032,"XLY US Equity"
"5052",2019-01-08,104.25,9390977,110.4106,"XLY US Equity"
"5053",2019-01-09,104.78,5162747,110.9719,"XLY US Equity"
"5054",2019-01-10,104.48,4759997,110.6542,"XLY US Equity"
"5055",2019-01-11,104.58,3032579,110.7601,"XLY US Equity"
