"","date","PX_LAST","PX_VOLUME","TOT_RETURN_INDEX_NET_DVDS","etf"
"1",2018-06-19,49.96,16588,49.96,"XLC US Equity"
"2",2018-06-20,50.58,189989,50.58,"XLC US Equity"
"3",2018-06-21,50.27,428740,50.27,"XLC US Equity"
"4",2018-06-22,50.49,181638,50.49,"XLC US Equity"
"5",2018-06-25,49.45,2509603,49.45,"XLC US Equity"
"6",2018-06-26,49.5322,104005,49.5322,"XLC US Equity"
"7",2018-06-27,49.1,144983,49.1,"XLC US Equity"
"8",2018-06-28,49.59,336481,49.59,"XLC US Equity"
"9",2018-06-29,49.53,152346,49.53,"XLC US Equity"
"10",2018-07-02,49.84,321297,49.84,"XLC US Equity"
"11",2018-07-03,49.23,97459,49.23,"XLC US Equity"
"12",2018-07-05,49.9799,324879,49.9799,"XLC US Equity"
"13",2018-07-06,50.77,199770,50.77,"XLC US Equity"
"14",2018-07-09,51.06,118112,51.06,"XLC US Equity"
"15",2018-07-10,51.039,1153296,51.039,"XLC US Equity"
"16",2018-07-11,50.97,227517,50.97,"XLC US Equity"
"17",2018-07-12,51.77,361366,51.77,"XLC US Equity"
"18",2018-07-13,51.69,80077,51.69,"XLC US Equity"
"19",2018-07-16,51.54,200891,51.54,"XLC US Equity"
"20",2018-07-17,51.55,172559,51.55,"XLC US Equity"
"21",2018-07-18,51.4,147833,51.4,"XLC US Equity"
"22",2018-07-19,51.04,258442,51.04,"XLC US Equity"
"23",2018-07-20,50.87,158390,50.87,"XLC US Equity"
"24",2018-07-23,51.08,94753,51.08,"XLC US Equity"
"25",2018-07-24,51.44,211201,51.44,"XLC US Equity"
"26",2018-07-25,51.81,612027,51.81,"XLC US Equity"
"27",2018-07-26,49.8562,833638,49.8562,"XLC US Equity"
"28",2018-07-27,48.91,1111208,48.91,"XLC US Equity"
"29",2018-07-30,48.14,251253,48.14,"XLC US Equity"
"30",2018-07-31,48.46,1211405,48.46,"XLC US Equity"
"31",2018-08-01,48.26,1250389,48.26,"XLC US Equity"
"32",2018-08-02,48.58,190710,48.58,"XLC US Equity"
"33",2018-08-03,48.91,117156,48.91,"XLC US Equity"
"34",2018-08-06,49.4,110254,49.4,"XLC US Equity"
"35",2018-08-07,49.46,128846,49.46,"XLC US Equity"
"36",2018-08-08,49.42,114201,49.42,"XLC US Equity"
"37",2018-08-09,49.69,306361,49.69,"XLC US Equity"
"38",2018-08-10,49.27,177577,49.27,"XLC US Equity"
"39",2018-08-13,49.2,261036,49.2,"XLC US Equity"
"40",2018-08-14,49.55,189801,49.55,"XLC US Equity"
"41",2018-08-15,48.86,555147,48.86,"XLC US Equity"
"42",2018-08-16,48.84,177579,48.84,"XLC US Equity"
"43",2018-08-17,48.61,226924,48.61,"XLC US Equity"
"44",2018-08-20,48.69,145778,48.69,"XLC US Equity"
"45",2018-08-21,48.99,384889,48.99,"XLC US Equity"
"46",2018-08-22,48.93,501855,48.93,"XLC US Equity"
"47",2018-08-23,48.73,283725,48.73,"XLC US Equity"
"48",2018-08-24,49.44,330882,49.44,"XLC US Equity"
"49",2018-08-27,49.92,299237,49.92,"XLC US Equity"
"50",2018-08-28,49.7,150238,49.7,"XLC US Equity"
"51",2018-08-29,49.98,270866,49.98,"XLC US Equity"
"52",2018-08-30,49.67,344409,49.67,"XLC US Equity"
"53",2018-08-31,49.18,234969,49.18,"XLC US Equity"
"54",2018-09-04,48.57,343694,48.57,"XLC US Equity"
"55",2018-09-05,47.94,773599,47.94,"XLC US Equity"
"56",2018-09-06,47.58,599592,47.58,"XLC US Equity"
"57",2018-09-07,47.68,755726,47.68,"XLC US Equity"
"58",2018-09-10,47.78,310874,47.78,"XLC US Equity"
"59",2018-09-11,48.26,615753,48.26,"XLC US Equity"
"60",2018-09-12,48.12,713288,48.12,"XLC US Equity"
"61",2018-09-13,48.46,754494,48.46,"XLC US Equity"
"62",2018-09-14,48.37,1190839,48.37,"XLC US Equity"
"63",2018-09-17,47.9,810780,47.9,"XLC US Equity"
"64",2018-09-18,48.24,430348,48.24,"XLC US Equity"
"65",2018-09-19,48.37,2385315,48.37,"XLC US Equity"
"66",2018-09-20,48.9,4554248,48.9,"XLC US Equity"
"67",2018-09-21,48.55,7974618,48.6817,"XLC US Equity"
"68",2018-09-24,48.55,6769350,48.6817,"XLC US Equity"
"69",2018-09-25,48.57,3994751,48.7017,"XLC US Equity"
"70",2018-09-26,48.76,5688601,48.8923,"XLC US Equity"
"71",2018-09-27,49.18,3649353,49.3134,"XLC US Equity"
"72",2018-09-28,49,2306627,49.1329,"XLC US Equity"
"73",2018-10-01,48.8,7636941,48.9324,"XLC US Equity"
"74",2018-10-02,48.76,5823514,48.8923,"XLC US Equity"
"75",2018-10-03,48.98,5146373,49.1128,"XLC US Equity"
"76",2018-10-04,48.28,5292234,48.411,"XLC US Equity"
"77",2018-10-05,47.82,2648640,47.9497,"XLC US Equity"
"78",2018-10-08,47.66,2170015,47.7893,"XLC US Equity"
"79",2018-10-09,47.63,1991429,47.7592,"XLC US Equity"
"80",2018-10-10,45.75,4050865,45.8741,"XLC US Equity"
"81",2018-10-11,45.36,8841290,45.483,"XLC US Equity"
"82",2018-10-12,46.37,5877552,46.4958,"XLC US Equity"
"83",2018-10-15,46.19,1576938,46.3153,"XLC US Equity"
"84",2018-10-16,47.41,3707728,47.5386,"XLC US Equity"
"85",2018-10-17,47.6,4571077,47.7291,"XLC US Equity"
"86",2018-10-18,46.73,21297459,46.8567,"XLC US Equity"
"87",2018-10-19,46.72,3544398,46.8467,"XLC US Equity"
"88",2018-10-22,46.69,2711722,46.8166,"XLC US Equity"
"89",2018-10-23,46.59,2779554,46.7164,"XLC US Equity"
"90",2018-10-24,44.37,3552503,44.4903,"XLC US Equity"
"91",2018-10-25,45.84,3391689,45.9643,"XLC US Equity"
"92",2018-10-26,44.6,5229234,44.721,"XLC US Equity"
"93",2018-10-29,43.91,3490983,44.0291,"XLC US Equity"
"94",2018-10-30,45.11,6283632,45.2324,"XLC US Equity"
"95",2018-10-31,46.04,3577212,46.1649,"XLC US Equity"
"96",2018-11-01,46.31,2550117,46.4356,"XLC US Equity"
"97",2018-11-02,45.84,2628601,45.9643,"XLC US Equity"
"98",2018-11-05,45.65,2439542,45.7738,"XLC US Equity"
"99",2018-11-06,45.92,2040281,46.0445,"XLC US Equity"
"100",2018-11-07,46.76,2705818,46.8868,"XLC US Equity"
"101",2018-11-08,46.32,1295743,46.4456,"XLC US Equity"
"102",2018-11-09,45.37,2234494,45.4931,"XLC US Equity"
"103",2018-11-12,44.69,1203739,44.8112,"XLC US Equity"
"104",2018-11-13,44.55,2186090,44.6708,"XLC US Equity"
"105",2018-11-14,44.77,2137620,44.8914,"XLC US Equity"
"106",2018-11-15,45.1,3894049,45.2223,"XLC US Equity"
"107",2018-11-16,44.88,2092140,45.0017,"XLC US Equity"
"108",2018-11-19,43.52,2358029,43.638,"XLC US Equity"
"109",2018-11-20,42.95,5028155,43.0665,"XLC US Equity"
"110",2018-11-21,43.46,3187427,43.5779,"XLC US Equity"
"111",2018-11-23,42.89,667072,43.0063,"XLC US Equity"
"112",2018-11-26,43.87,2563735,43.989,"XLC US Equity"
"113",2018-11-27,44.01,2114395,44.1294,"XLC US Equity"
"114",2018-11-28,44.93,2707439,45.0519,"XLC US Equity"
"115",2018-11-29,45.08,2247728,45.2023,"XLC US Equity"
"116",2018-11-30,45.01,5563462,45.1321,"XLC US Equity"
"117",2018-12-03,45.08,5790400,45.2023,"XLC US Equity"
"118",2018-12-04,43.75,3268035,43.8687,"XLC US Equity"
"119",2018-12-06,44.24,3560387,44.36,"XLC US Equity"
"120",2018-12-07,43.4,2625902,43.5177,"XLC US Equity"
"121",2018-12-10,43.73,3379488,43.8486,"XLC US Equity"
"122",2018-12-11,43.77,4425853,43.8887,"XLC US Equity"
"123",2018-12-12,44.24,3352640,44.36,"XLC US Equity"
"124",2018-12-13,44.04,1984075,44.1595,"XLC US Equity"
"125",2018-12-14,43.61,1910821,43.7283,"XLC US Equity"
"126",2018-12-17,42.76,3275012,42.876,"XLC US Equity"
"127",2018-12-18,42.95,3597411,43.0665,"XLC US Equity"
"128",2018-12-19,42.03,5714136,42.144,"XLC US Equity"
"129",2018-12-20,41.29,9067038,41.402,"XLC US Equity"
"130",2018-12-21,39.81,7987438,40.0526,"XLC US Equity"
"131",2018-12-24,38.97,3888462,39.2075,"XLC US Equity"
"132",2018-12-26,41.16,4103965,41.4108,"XLC US Equity"
"133",2018-12-27,41.35,3768743,41.602,"XLC US Equity"
"134",2018-12-28,41.22,2631927,41.4712,"XLC US Equity"
"135",2018-12-31,41.28,5303616,41.5315,"XLC US Equity"
"136",2019-01-02,41.83,4625756,42.0849,"XLC US Equity"
"137",2019-01-03,41.13,3433651,41.3806,"XLC US Equity"
"138",2019-01-04,42.9,2647862,43.1614,"XLC US Equity"
"139",2019-01-07,43.39,4048704,43.6544,"XLC US Equity"
"140",2019-01-08,44.12,2144764,44.3889,"XLC US Equity"
"141",2019-01-09,44.18,1840750,44.4492,"XLC US Equity"
"142",2019-01-10,44.27,1340450,44.5398,"XLC US Equity"
"143",2019-01-11,44.05,1227913,44.3184,"XLC US Equity"
"144",2019-01-14,43.89,2344916,44.1575,"XLC US Equity"
"145",2019-01-15,44.62,2459685,44.8919,"XLC US Equity"
"146",2019-01-16,44.43,20343791,44.7007,"XLC US Equity"
"147",2019-01-17,44.61,3311023,44.8818,"XLC US Equity"
"148",2019-01-18,44.97,3375757,45.244,"XLC US Equity"
"149",2019-01-22,44.04,4343193,44.3084,"XLC US Equity"
"150",2019-01-23,43.84,2540467,44.1071,"XLC US Equity"
"151",2019-01-24,44.04,2878743,44.3084,"XLC US Equity"
"152",2019-01-25,44.6,3341106,44.8718,"XLC US Equity"
"153",2019-01-28,44.21,4328163,44.4794,"XLC US Equity"
"154",2019-01-29,43.69,1138073,43.9562,"XLC US Equity"
"155",2019-01-30,44.32,2578227,44.5901,"XLC US Equity"
"156",2019-01-31,46.13,4798832,46.4111,"XLC US Equity"
"157",2019-02-01,45.97,4395141,46.2501,"XLC US Equity"
"158",2019-02-04,46.4,3703092,46.6827,"XLC US Equity"
"159",2019-02-05,46.91,2388556,47.1959,"XLC US Equity"
"160",2019-02-06,45.86,3748888,46.1395,"XLC US Equity"
"161",2019-02-07,45.42,2341508,45.6968,"XLC US Equity"
"162",2019-02-08,45.73,2600366,46.0087,"XLC US Equity"
"163",2019-02-11,45.26,2061105,45.5358,"XLC US Equity"
"164",2019-02-12,45.78,2442958,46.059,"XLC US Equity"
"165",2019-02-13,45.81,3620721,46.0892,"XLC US Equity"
"166",2019-02-14,45.98,2103275,46.2602,"XLC US Equity"
"167",2019-02-15,46.18,2283498,46.4614,"XLC US Equity"
"168",2019-02-19,46.23,4218764,46.5117,"XLC US Equity"
"169",2019-02-20,46.07,3566312,46.3507,"XLC US Equity"
"170",2019-02-21,45.64,2631226,45.9181,"XLC US Equity"
"171",2019-02-22,46.07,4005449,46.3507,"XLC US Equity"
"172",2019-02-25,46.12,2410812,46.401,"XLC US Equity"
"173",2019-02-26,46.12,4704642,46.401,"XLC US Equity"
"174",2019-02-27,45.89,4009836,46.1696,"XLC US Equity"
"175",2019-02-28,45.92,2374184,46.1998,"XLC US Equity"
"176",2019-03-01,46.28,7114185,46.562,"XLC US Equity"
"177",2019-03-04,46.34,2906660,46.6224,"XLC US Equity"
"178",2019-03-05,46.63,2805884,46.9141,"XLC US Equity"
"179",2019-03-06,46.61,6131649,46.894,"XLC US Equity"
"180",2019-03-07,46.2,3377663,46.4815,"XLC US Equity"
"181",2019-03-08,46.17,2566532,46.4513,"XLC US Equity"
"182",2019-03-11,47,3593956,47.2864,"XLC US Equity"
"183",2019-03-12,47.21,8112516,47.4977,"XLC US Equity"
"184",2019-03-13,47.35,3486930,47.6385,"XLC US Equity"
"185",2019-03-14,47.14,3539793,47.4273,"XLC US Equity"
"186",2019-03-15,47.02,6868919,47.3904,"XLC US Equity"
"187",2019-03-18,46.62,2807178,46.9873,"XLC US Equity"
"188",2019-03-19,46.7,3570831,47.0679,"XLC US Equity"
"189",2019-03-20,47.12,7390659,47.4912,"XLC US Equity"
"190",2019-03-21,47.74,3183231,48.1161,"XLC US Equity"
"191",2019-03-22,46.97,5174553,47.34,"XLC US Equity"
"192",2019-03-25,46.89,2408462,47.2594,"XLC US Equity"
"193",2019-03-26,47.12,2488623,47.4912,"XLC US Equity"
"194",2019-03-27,46.78,2465669,47.1485,"XLC US Equity"
"195",2019-03-28,46.67,1891058,47.0377,"XLC US Equity"
"196",2019-03-29,46.77,2542940,47.1385,"XLC US Equity"
"197",2019-04-01,47.48,4249696,47.8541,"XLC US Equity"
"198",2019-04-02,47.73,3323320,48.106,"XLC US Equity"
"199",2019-04-03,47.91,2303606,48.2874,"XLC US Equity"
"200",2019-04-04,48.18,2788097,48.5596,"XLC US Equity"
"201",2019-04-05,48.32,2379713,48.7007,"XLC US Equity"
"202",2019-04-08,48.23,2340485,48.61,"XLC US Equity"
"203",2019-04-09,48.36,4872773,48.741,"XLC US Equity"
"204",2019-04-10,48.57,2265200,48.9526,"XLC US Equity"
"205",2019-04-11,48.6,2115284,48.9829,"XLC US Equity"
"206",2019-04-12,49.02,4894102,49.4062,"XLC US Equity"
"207",2019-04-15,48.98,2345662,49.3659,"XLC US Equity"
"208",2019-04-16,49.03,2157025,49.4163,"XLC US Equity"
"209",2019-04-17,49.12,2826297,49.507,"XLC US Equity"
"210",2019-04-18,49.15,1755096,49.5372,"XLC US Equity"
"211",2019-04-22,49.37,2126751,49.7589,"XLC US Equity"
"212",2019-04-23,50.03,3929785,50.4241,"XLC US Equity"
"213",2019-04-24,49.8,3311823,50.1923,"XLC US Equity"
"214",2019-04-25,50.36,3064706,50.7567,"XLC US Equity"
"215",2019-04-26,50.76,2076597,51.1599,"XLC US Equity"
"216",2019-04-29,51.22,1341001,51.6235,"XLC US Equity"
"217",2019-04-30,50.07,3197065,50.4645,"XLC US Equity"
"218",2019-05-01,49.81,4262654,50.2024,"XLC US Equity"
"219",2019-05-02,49.61,4680813,50.0008,"XLC US Equity"
"220",2019-05-03,50.09,2050371,50.4846,"XLC US Equity"
"221",2019-05-06,50.01,3159766,50.404,"XLC US Equity"
"222",2019-05-07,49.2,4342135,49.5876,"XLC US Equity"
"223",2019-05-08,49.12,3453555,49.507,"XLC US Equity"
"224",2019-05-09,48.97,4241518,49.3558,"XLC US Equity"
"225",2019-05-10,49.11,2900464,49.4969,"XLC US Equity"
"226",2019-05-13,47.59,8210994,47.9649,"XLC US Equity"
"227",2019-05-14,47.86,5332139,48.237,"XLC US Equity"
"228",2019-05-15,48.93,7292697,49.3155,"XLC US Equity"
"229",2019-05-16,49.36,4627211,49.7489,"XLC US Equity"
"230",2019-05-17,49,3663042,49.386,"XLC US Equity"
"231",2019-05-20,48.19,3854146,48.5696,"XLC US Equity"
"232",2019-05-21,48.72,3023917,49.1038,"XLC US Equity"
"233",2019-05-22,48.67,2793666,49.0534,"XLC US Equity"
"234",2019-05-23,47.99,2570184,48.3681,"XLC US Equity"
"235",2019-05-24,47.98,3442275,48.358,"XLC US Equity"
"236",2019-05-28,48.19,2793395,48.5696,"XLC US Equity"
"237",2019-05-29,47.72,2512628,48.0959,"XLC US Equity"
"238",2019-05-30,47.83,2520601,48.2068,"XLC US Equity"
"239",2019-05-31,47.09,2484754,47.461,"XLC US Equity"
"240",2019-06-03,45.61,7155262,45.9693,"XLC US Equity"
"241",2019-06-04,46.59,7110701,46.957,"XLC US Equity"
"242",2019-06-05,46.61,5526442,46.9772,"XLC US Equity"
"243",2019-06-06,46.81,3175946,47.1788,"XLC US Equity"
"244",2019-06-07,47.57,3345617,47.9448,"XLC US Equity"
"245",2019-06-10,47.53,5163142,47.9044,"XLC US Equity"
"246",2019-06-11,47.73,2869785,48.106,"XLC US Equity"
"247",2019-06-12,47.5,2459445,47.8742,"XLC US Equity"
"248",2019-06-13,48.03,6500352,48.4084,"XLC US Equity"
"249",2019-06-14,48.12,2734861,48.4991,"XLC US Equity"
"250",2019-06-17,48.67,4248719,49.0534,"XLC US Equity"
"251",2019-06-18,48.94,3843476,49.3256,"XLC US Equity"
"252",2019-06-19,49,3319391,49.386,"XLC US Equity"
"253",2019-06-20,49.31,3340039,49.6985,"XLC US Equity"
"254",2019-06-21,49.4,10006593,49.9076,"XLC US Equity"
"255",2019-06-24,49.52,5236915,50.0288,"XLC US Equity"
"256",2019-06-25,48.6,2431906,49.0994,"XLC US Equity"
"257",2019-06-26,48.41,2380869,48.9074,"XLC US Equity"
"258",2019-06-27,48.75,1984694,49.2509,"XLC US Equity"
"259",2019-06-28,49.22,6084861,49.7258,"XLC US Equity"
"260",2019-07-01,49.62,2862199,50.1299,"XLC US Equity"
"261",2019-07-02,50.08,2336936,50.5946,"XLC US Equity"
"262",2019-07-03,50.34,1260732,50.8573,"XLC US Equity"
"263",2019-07-05,50.41,3006148,50.928,"XLC US Equity"
"264",2019-07-08,49.96,1152827,50.4734,"XLC US Equity"
"265",2019-07-09,50.27,1714914,50.7865,"XLC US Equity"
"266",2019-07-10,50.84,2294356,51.3624,"XLC US Equity"
"267",2019-07-11,50.87,5463254,51.3927,"XLC US Equity"
"268",2019-07-12,51.24,2621837,51.7665,"XLC US Equity"
"269",2019-07-15,51.25,4075940,51.7766,"XLC US Equity"
"270",2019-07-16,51.13,2540815,51.6554,"XLC US Equity"
"271",2019-07-17,50.65,4760730,51.1704,"XLC US Equity"
"272",2019-07-18,50.24,1813807,50.7562,"XLC US Equity"
"273",2019-07-19,49.59,1979625,50.0996,"XLC US Equity"
"274",2019-07-22,49.78,2391482,50.2915,"XLC US Equity"
"275",2019-07-23,49.97,2624714,50.4835,"XLC US Equity"
"276",2019-07-24,50.41,1840743,50.928,"XLC US Equity"
"277",2019-07-25,50.28,2192551,50.7966,"XLC US Equity"
"278",2019-07-26,51.72,5049654,52.2514,"XLC US Equity"
"279",2019-07-29,51.43,2582438,51.9585,"XLC US Equity"
"280",2019-07-30,51.19,2099863,51.716,"XLC US Equity"
"281",2019-07-31,50.78,2090751,51.3018,"XLC US Equity"
"282",2019-08-01,50.54,4095730,51.0593,"XLC US Equity"
"283",2019-08-02,50.05,4656187,50.5643,"XLC US Equity"
"284",2019-08-05,48.43,6248204,48.9276,"XLC US Equity"
"285",2019-08-06,49.13,6548204,49.6348,"XLC US Equity"
"286",2019-08-07,49.19,3323332,49.6954,"XLC US Equity"
"287",2019-08-08,50.18,2456676,50.6956,"XLC US Equity"
"288",2019-08-09,49.62,1841493,50.1299,"XLC US Equity"
"289",2019-08-12,49.07,3759252,49.5742,"XLC US Equity"
"290",2019-08-13,49.81,4091723,50.3218,"XLC US Equity"
"291",2019-08-14,48.04,4532857,48.5336,"XLC US Equity"
"292",2019-08-15,48.12,3998562,48.6145,"XLC US Equity"
"293",2019-08-16,48.74,2509821,49.2408,"XLC US Equity"
"294",2019-08-19,49.5,2173748,50.0086,"XLC US Equity"
"295",2019-08-20,49.17,2156604,49.6752,"XLC US Equity"
"296",2019-08-21,49.36,2792315,49.8672,"XLC US Equity"
"297",2019-08-22,49.25,1649072,49.7561,"XLC US Equity"
"298",2019-08-23,47.9,4020743,48.3922,"XLC US Equity"
"299",2019-08-26,48.62,3155411,49.1196,"XLC US Equity"
"300",2019-08-27,48.71,3139102,49.2105,"XLC US Equity"
"301",2019-08-28,48.83,2155665,49.3317,"XLC US Equity"
"302",2019-08-29,49.59,2168997,50.0996,"XLC US Equity"
"303",2019-08-30,49.53,3045516,50.0389,"XLC US Equity"
"304",2019-09-03,49.04,3142917,49.5439,"XLC US Equity"
"305",2019-09-04,49.99,1865863,50.5037,"XLC US Equity"
"306",2019-09-05,50.84,3624927,51.3624,"XLC US Equity"
"307",2019-09-06,50.73,3445390,51.2513,"XLC US Equity"
"308",2019-09-09,50.89,6421849,51.4129,"XLC US Equity"
"309",2019-09-10,50.96,3638495,51.4836,"XLC US Equity"
"310",2019-09-11,51.23,6274115,51.7564,"XLC US Equity"
"311",2019-09-12,51.38,4014555,51.908,"XLC US Equity"
"312",2019-09-13,51.29,3569369,51.817,"XLC US Equity"
"313",2019-09-16,51.1,2527631,51.6251,"XLC US Equity"
"314",2019-09-17,51.15,4566945,51.6756,"XLC US Equity"
"315",2019-09-18,51.09,1751862,51.615,"XLC US Equity"
"316",2019-09-19,51.14,2358548,51.6655,"XLC US Equity"
"317",2019-09-20,50.69,6358067,51.3314,"XLC US Equity"
"318",2019-09-23,50.51,2198374,51.1491,"XLC US Equity"
"319",2019-09-24,49.75,5371164,50.3795,"XLC US Equity"
"320",2019-09-25,50.32,2181590,50.9567,"XLC US Equity"
"321",2019-09-26,49.83,1809960,50.4605,"XLC US Equity"
"322",2019-09-27,49.27,1852969,49.8934,"XLC US Equity"
"323",2019-09-30,49.52,2466625,50.1466,"XLC US Equity"
"324",2019-10-01,49.02,2758916,49.6403,"XLC US Equity"
"325",2019-10-02,48.28,4405531,48.8909,"XLC US Equity"
"326",2019-10-03,48.75,6945829,49.3669,"XLC US Equity"
"327",2019-10-04,49.41,2080304,50.0352,"XLC US Equity"
"328",2019-10-07,49.41,1365508,50.0352,"XLC US Equity"
"329",2019-10-08,48.61,2442402,49.2251,"XLC US Equity"
"330",2019-10-09,48.9,4078280,49.5188,"XLC US Equity"
"331",2019-10-10,49.18,3104286,49.8023,"XLC US Equity"
"332",2019-10-11,49.76,4104936,50.3896,"XLC US Equity"
"333",2019-10-14,49.65,1246315,50.2783,"XLC US Equity"
"334",2019-10-15,50.5,2115804,51.139,"XLC US Equity"
"335",2019-10-16,50.59,2308543,51.2301,"XLC US Equity"
"336",2019-10-17,50.89,2047212,51.5339,"XLC US Equity"
"337",2019-10-18,50.3,1958301,50.9365,"XLC US Equity"
"338",2019-10-21,50.6,1429610,51.2403,"XLC US Equity"
"339",2019-10-22,50.11,2433876,50.7441,"XLC US Equity"
"340",2019-10-23,50.5,1980691,51.139,"XLC US Equity"
"341",2019-10-24,49.93,2529501,50.5618,"XLC US Equity"
"342",2019-10-25,50.32,1215131,50.9567,"XLC US Equity"
"343",2019-10-28,50.79,2883909,51.4327,"XLC US Equity"
"344",2019-10-29,50.33,1788727,50.9669,"XLC US Equity"
"345",2019-10-30,50.47,3901457,51.1086,"XLC US Equity"
"346",2019-10-31,50.62,4059965,51.2605,"XLC US Equity"
"347",2019-11-01,50.95,3451286,51.5947,"XLC US Equity"
"348",2019-11-04,51.23,4650494,51.8782,"XLC US Equity"
"349",2019-11-05,51.25,1886958,51.8985,"XLC US Equity"
"350",2019-11-06,51.07,2288286,51.7162,"XLC US Equity"
"351",2019-11-07,51.39,1976291,52.0403,"XLC US Equity"
"352",2019-11-08,51.53,1537567,52.182,"XLC US Equity"
"353",2019-11-11,51.29,1133405,51.939,"XLC US Equity"
"354",2019-11-12,51.35,6800967,51.9998,"XLC US Equity"
"355",2019-11-13,51.33,1471417,51.9795,"XLC US Equity"
"356",2019-11-14,51.56,1526834,52.2124,"XLC US Equity"
"357",2019-11-15,51.99,2798538,52.6479,"XLC US Equity"
"358",2015-01-02,25.94,360660,25.94,"EWS US Equity"
"359",2015-01-05,25.38,570491,25.38,"EWS US Equity"
"360",2015-01-06,25.08,774936,25.08,"EWS US Equity"
"361",2015-01-07,25.36,463128,25.36,"EWS US Equity"
"362",2015-01-08,25.88,500951,25.88,"EWS US Equity"
"363",2015-01-09,25.58,338015,25.58,"EWS US Equity"
"364",2015-01-12,25.42,341105,25.42,"EWS US Equity"
"365",2015-01-13,25.46,280482,25.46,"EWS US Equity"
"366",2015-01-14,25.36,638816,25.36,"EWS US Equity"
"367",2015-01-15,25.6,593235,25.6,"EWS US Equity"
"368",2015-01-16,25.48,437344,25.48,"EWS US Equity"
"369",2015-01-20,25.5,307977,25.5,"EWS US Equity"
"370",2015-01-21,25.7,501220,25.7,"EWS US Equity"
"371",2015-01-22,26,723788,26,"EWS US Equity"
"372",2015-01-23,25.94,408684,25.94,"EWS US Equity"
"373",2015-01-26,25.86,294227,25.86,"EWS US Equity"
"374",2015-01-27,25.86,456445,25.86,"EWS US Equity"
"375",2015-01-28,25.54,477959,25.54,"EWS US Equity"
"376",2015-01-29,25.84,421760,25.84,"EWS US Equity"
"377",2015-01-30,25.54,558918,25.54,"EWS US Equity"
"378",2015-02-02,25.84,677757,25.84,"EWS US Equity"
"379",2015-02-03,25.92,556390,25.92,"EWS US Equity"
"380",2015-02-04,25.92,527525,25.92,"EWS US Equity"
"381",2015-02-05,25.94,474056,25.94,"EWS US Equity"
"382",2015-02-06,25.92,572916,25.92,"EWS US Equity"
"383",2015-02-09,25.74,305077,25.74,"EWS US Equity"
"384",2015-02-10,25.8,263679,25.8,"EWS US Equity"
"385",2015-02-11,25.78,232480,25.78,"EWS US Equity"
"386",2015-02-12,25.84,456183,25.84,"EWS US Equity"
"387",2015-02-13,25.92,378566,25.92,"EWS US Equity"
"388",2015-02-17,25.8,358706,25.8,"EWS US Equity"
"389",2015-02-18,25.92,194467,25.92,"EWS US Equity"
"390",2015-02-19,25.78,275900,25.78,"EWS US Equity"
"391",2015-02-20,25.92,260346,25.92,"EWS US Equity"
"392",2015-02-23,25.76,315391,25.76,"EWS US Equity"
"393",2015-02-24,25.98,318755,25.98,"EWS US Equity"
"394",2015-02-25,26.02,340544,26.02,"EWS US Equity"
"395",2015-02-26,25.84,255044,25.84,"EWS US Equity"
"396",2015-02-27,25.64,346200,25.64,"EWS US Equity"
"397",2015-03-02,25.54,263224,25.54,"EWS US Equity"
"398",2015-03-03,25.58,271607,25.58,"EWS US Equity"
"399",2015-03-04,25.44,197177,25.44,"EWS US Equity"
"400",2015-03-05,25.36,383488,25.36,"EWS US Equity"
"401",2015-03-06,25.12,498130,25.12,"EWS US Equity"
"402",2015-03-09,25,353408,25,"EWS US Equity"
"403",2015-03-10,24.66,692771,24.66,"EWS US Equity"
"404",2015-03-11,24.54,538956,24.54,"EWS US Equity"
"405",2015-03-12,24.76,602378,24.76,"EWS US Equity"
"406",2015-03-13,24.54,953342,24.54,"EWS US Equity"
"407",2015-03-16,24.84,536574,24.84,"EWS US Equity"
"408",2015-03-17,24.76,381023,24.76,"EWS US Equity"
"409",2015-03-18,25.08,574131,25.08,"EWS US Equity"
"410",2015-03-19,24.9,357646,24.9,"EWS US Equity"
"411",2015-03-20,25.42,457267,25.42,"EWS US Equity"
"412",2015-03-23,25.64,576747,25.64,"EWS US Equity"
"413",2015-03-24,25.6,214974,25.6,"EWS US Equity"
"414",2015-03-25,25.42,582024,25.42,"EWS US Equity"
"415",2015-03-26,25.64,572090,25.64,"EWS US Equity"
"416",2015-03-27,25.76,359805,25.76,"EWS US Equity"
"417",2015-03-30,25.74,450486,25.74,"EWS US Equity"
"418",2015-03-31,25.6,1013330,25.6,"EWS US Equity"
"419",2015-04-01,25.78,564579,25.78,"EWS US Equity"
"420",2015-04-02,26.08,390383,26.08,"EWS US Equity"
"421",2015-04-06,26.14,283778,26.14,"EWS US Equity"
"422",2015-04-07,25.98,210716,25.98,"EWS US Equity"
"423",2015-04-08,26.28,1001298,26.28,"EWS US Equity"
"424",2015-04-09,26.18,371456,26.18,"EWS US Equity"
"425",2015-04-10,26.12,295580,26.12,"EWS US Equity"
"426",2015-04-13,26.02,313362,26.02,"EWS US Equity"
"427",2015-04-14,26.58,401640,26.58,"EWS US Equity"
"428",2015-04-15,26.9,401201,26.9,"EWS US Equity"
"429",2015-04-16,26.96,290298,26.96,"EWS US Equity"
"430",2015-04-17,26.9,342115,26.9,"EWS US Equity"
"431",2015-04-20,26.84,403767,26.84,"EWS US Equity"
"432",2015-04-21,26.74,604336,26.74,"EWS US Equity"
